BAD,MORTDUE,VALUE,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,56979,90008,ProfExe,10,0,2,178.9299564,1,12,27.8164203
1,69284,,Office,21,0,0,190.6933138,1,20,35.89402586
0,50050,140222,Other,4,0,0,272.4998353,5,43,40.03337824
0,23670,41879,Mgr,17,1,0,106.3985698,0,17,26.69671626
0,62557,95747,Other,0,0,0,188.189005,1,31,35.28584474
1,16204,27781,Other,1,10,0,190.5770968,0,9,27.14688565
1,113021,146222,Mgr,5,3,2,123.8934197,2,65,62.55930782
0,67049,89729,Other,,0,0,286.3751286,0,20,28.73912802
0,81820,100366,ProfExe,6,0,1,335.3003273,,41,36.21162681
1,87300,155500,Other,3,0,0,1154.633333,0,0,
1,50445,71711,Other,5,0,0,71.23076169,5,18,40.58291348
0,73280,103067,Other,1,0,0,140.362134,0,17,34.00229537
0,102838,111319,Office,1,0,0,257.3285966,0,34,27.57659689
0,46312,67166,Other,27,0,0,241.5083839,0,14,26.22071743
0,50135,93772,ProfExe,5,0,0,126.4894051,2,21,35.85635489
0,58193,82942,Other,1,0,0,320.0630097,3,16,42.84596286
0,39352,60943,Other,25,0,0,237.7636233,0,13,25.43988824
0,144756,183810,Mgr,11,0,0,243.5422549,0,20,26.73398284
0,94851,119053,Office,2,0,1,270.9986111,1,34,27.00923929
0,115870,130809,,15,0,0,177.6322825,0,17,39.56720816
0,131002,166859,Office,4,0,0,135.8564232,0,20,28.15188528
0,,51549,Office,1,0,0,75.41374556,1,8,40.62819923
0,30856,56961,Other,11,0,0,116.8177074,1,10,20.34458217
0,71672,96677,Other,1,0,0,153.7916948,0,30,35.32783617
0,47129,62342,Other,15,0,0,290.1489212,0,21,30.3185968
0,31143,75125,Other,,1,0,237.1790454,0,49,42.13228057
1,63800,85000,Other,2,0,6,127.8,2,33,
1,73128,101683,Sales,26,0,0,254.1917975,0,45,38.51230869
0,66812,90973,Office,9,,,108.0055259,0,10,37.46901795
0,68940,88264,Office,0,0,0,166.1062815,0,25,24.95531142
0,67111,96985,ProfExe,21,0,0,233.7843986,1,23,37.32471132
0,116357,209364,Other,4,0,0,221.1285548,0,16,27.9002639
0,53252,89720,Office,29,0,0,204.5879339,0,22,33.01615312
0,88143,115365,Other,19,0,0,282.0685178,0,16,24.96285137
0,43643,80639,Mgr,3,0,0,128.5818237,1,8,28.89595485
0,61847,91671,ProfExe,9,0,0,202.0534356,0,20,21.34825451
0,78455,121450,,,,,,,,33.74237455
0,17988,137328,Other,9,0,0,360.1469602,0,10,41.90205419
0,102108,117650,Other,9,0,0,279.1125847,1,19,29.64517729
0,73644,107086,ProfExe,0,0,0,280.4533436,2,20,37.77195785
0,125257,161009,Office,3,0,0,129.7577996,1,21,27.6372066
0,10866,171952,Mgr,24,0,0,79.9919755,2,21,29.84695874
1,,,,1,0,0,111.2350118,0,21,31.36287239
0,70039,100993,ProfExe,7,0,0,261.911317,1,11,36.56433032
1,54218,75000,Mgr,5,1,0,177.5,6,35,
0,51682,67688,Office,2,0,0,135.1919065,0,18,33.05063637
0,83248,95886,ProfExe,8,0,2,349.4300794,,41,36.05994724
0,97713,164869,Other,,0,,253.4763166,,23,36.45229579
0,125728,159770,Mgr,,0,0,228.4223822,0,18,37.00837378
0,31772,60289,ProfExe,6,0,0,189.2369837,0,13,31.12574653
0,134689,158661,Mgr,,0,0,227.3954647,0,19,36.42557176
0,86341,133564,ProfExe,15,0,0,307.6738571,0,18,28.36821059
0,66894,75360,,8,,,,,,25.26009868
0,27088,166437,Self,7,0,0,306.6741711,0,27,26.15671788
0,70085,81598,Office,7,0,0,117.1953992,1,20,21.98183572
0,97438,158780,Mgr,0,0,0,210.9126034,1,18,38.79674995
0,45671,64516,Other,27,0,0,246.1797214,0,13,25.7012056
0,6778,60065,Sales,0,0,0,326.5184144,0,5,38.83660184
0,26228,60979,ProfExe,7,0,0,188.2476105,0,13,29.62867649
0,63450,92816,ProfExe,10,0,0,,1,16,25.71867108
0,54780,93091,ProfExe,4,0,0,115.3753324,1,21,37.50862467
0,73184,96889,Mgr,0,0,0,71.95379199,0,16,28.00439848
0,60483,85015,ProfExe,4,0,0,116.5252651,0,12,27.29874318
1,52663,82000,,,,,,,,
1,36420,54375,Other,1,1,0,77.7,1,18,
0,53058,74000,Other,17,1,0,204.9333333,1,21,
0,23200,85000,ProfExe,9,0,0,149.0666667,1,21,
0,47000,112720,ProfExe,16,0,0,257.7,0,20,
0,86000,119600,ProfExe,12,,,137.4666667,,25,
0,12613,85000,Other,21,0,0,226.3666667,3,41,
0,152900,191146,Other,7.5,0,0,,2,16,
0,55820,88683,Office,0.5,0,0,74.03333333,0,23,
1,74910,112375,Office,41,0,0,95.2,3,28,
1,87600,110000,Other,0.4,6,0,180.5666667,2,46,
1,52700,78000,Other,2,0,0,62.9,0,10,
1,61000,127000,Mgr,9,0,5,256.7,0,40,
1,62755,81180,ProfExe,19,2,0,134.9333333,2,28,
1,56800,82000,ProfExe,22,0,5,320.6,4,28,
1,89600,115000,Self,20,,3,99.26666667,0,23,
1,48000,69000,Office,25,0,0,351.0333333,3,24,
1,43000,63500,Other,8,0,0,46.66666667,3,11,
0,118822,208429,Other,3,0,0,206.7370713,0,16,25.87399085
0,96065,116416,Other,14,0,0,125.6730605,2,8,34.75618581
0,97517,141718,Office,2,,,128.4175979,3,15,31.16602944
0,51018,108148,Office,0,,2,114.9462923,0,23,40.24125987
1,170636,188899,,1,4,0,67.40828497,1,13,44.7515722
0,98451,138012,Office,3,,,120.2389346,2,15,33.95359392
0,82662,111357,Mgr,17,0,0,252.3059847,4,30,37.31611992
0,108154,134103,Other,1,0,0,279.3611988,0,46,39.67697661
0,25638,128433,Other,10,0,0,367.6645206,0,9,39.10689638
0,56791,94396,ProfExe,7,0,0,110.2940878,1,21,36.1073409
0,48471,71546,ProfExe,5,0,1,254.0957007,3,32,29.81874354
0,19126,88969,Other,21,0,0,225.7062879,2,41,38.89637818
0,,96036,Office,27,0,0,327.0017911,0,15,12.4986698
0,100082,119585,ProfExe,1,0,0,147.9158091,0,29,34.73427716
0,22162,128989,Other,11,0,0,367.9970935,0,9,40.64091611
0,53983,73688,Other,5,,,95.52351212,0,9,36.92038565
0,123463,160487,Office,4,0,0,155.3007626,0,21,25.70412779
0,49951,111291,Office,1,,2,151.1045925,1,23,39.48719814
0,74922,91187,Mgr,0,0,0,80.58265559,0,16,26.76776884
0,59123,94247,Office,0,0,0,70.01636023,0,22,37.19508553
0,46953,69086,ProfExe,6,0,0,165.6277883,2,11,29.2491436
0,43085,68758,Other,7,0,1,103.6838558,3,49,30.3535487
0,92853,130864,Mgr,6,,,244.7288109,3,41,37.49264563
1,32134,69131,Other,3,0,0,209.1988005,0,6,38.632967
0,54598,115838,ProfExe,14,0,0,247.2958966,0,20,25.63211643
0,,60781,,8,0,0,101.0140613,0,14,27.71993814
0,27842,74459,Other,,0,0,248.7187801,0,49,44.55215415
0,104652,169076,Other,,1,,270.5812143,,23,38.46522769
0,117337,131575,,16,0,0,177.6294323,0,17,39.17643246
0,91502,113251,Other,18,0,0,289.9544006,0,16,24.45832061
0,51352,64386,Mgr,27,0,0,295.9554144,1,17,36.78730595
0,62514,96633,ProfExe,25,1,0,224.7643591,1,24,36.7023407
0,59698,89715,ProfExe,9,0,0,,1,16,23.34562321
0,94937,133859,Mgr,6,,,248.1588756,2,42,36.79087533
0,6126,88603,Other,13,0,1,287.2608869,0,23,30.0987967
0,7044,57831,Sales,0,0,0,330.9709043,0,6,37.94331514
0,103519,118074,Other,0,0,0,102.6786125,1,21,41.41835285
0,89507,121047,Other,14,0,0,118.866134,1,9,34.6028274
0,52011,65800,Other,7,0,1,120.3239792,2,48,30.55651187
0,11950,170000,Mgr,22,0,0,77.28338497,1,20,28.82169866
0,43996,79419,Mgr,5,0,0,140.973401,0,9,28.6621734
0,33073,85654,ProfExe,7,0,0,163.3947887,1,20,28.27488887
1,50742,71000,Other,15,0,0,,0,0,
0,39316,66978,,4,0,0,99.98597596,1,10,26.43708406
1,74402,,ProfExe,13,0,1,115.3530306,4,34,41.35903633
1,62108,,Office,21,0,0,174.3961345,1,21,34.53892537
0,48999,76544,ProfExe,5,0,0,240.5227465,3,31,32.84175391
0,35116,60489,Other,17,0,0,106.486237,1,18,38.80624071
0,85977,109238,ProfExe,3,0,0,115.5575126,1,25,38.94891874
0,45900,68126,Office,4,0,0,111.1259517,0,17,34.17904688
0,52276,69860,Office,0,0,0,180.9314878,0,25,30.58796698
0,53849,102326,Other,1,0,3,57.16674512,1,9,39.99115424
0,90567,118761,Other,14,0,0,139.3401702,2,9,34.78487038
0,99204,119490,Other,9,0,0,296.2114898,1,18,30.3013654
0,48427,66082,Mgr,29,0,0,283.8487591,1,16,38.39363467
0,62840,92946,ProfExe,5,0,0,133.1594808,0,11,27.50354017
0,17234,43310,Office,1,0,0,215.6075405,0,15,38.31851469
0,55254,118718,ProfExe,15,0,0,276.9110829,0,20,26.69615871
0,27230,82319,Other,,0,0,249.2156672,1,50,43.75679409
0,40280,66319,,4,0,0,101.3255769,2,9,27.97593545
0,91132,110440,ProfExe,10,0,0,147.5533245,2,19,36.42721874
0,51185,65537,Other,6,0,1,129.8379412,3,49,29.31159406
0,35070,63862,Other,16,0,0,125.1315694,1,17,37.93651965
0,79412,114906,Mgr,17,0,0,247.3605705,4,30,36.53643556
1,73000,95000,Other,5,2,1,90.3,6,30,
0,99064,156306,ProfExe,4,0,0,90.44952245,0,16,35.75006044
0,44031,79187,Other,0,,1,299.7052373,1,10,35.98666991
0,20798,37980,Office,2,0,0,219.3093648,0,16,37.76321101
0,90768,116052,Other,13,0,0,120.2414262,2,9,35.81087795
0,65444,91244,ProfExe,8,0,0,202.0496827,0,19,21.57338522
0,65136,83847,Office,6,0,0,127.0999737,0,20,24.5182717
0,110614,137552,ProfExe,6,0,0,85.23250072,0,13,31.34436552
1,73503,91842,Other,0,0,6,142.3320756,1,32,46.90232438
0,91350,107834,ProfExe,3,0,0,118.1330649,0,24,37.61084501
0,65077,91991,Other,0,2,3,114.0234424,2,26,35.90776048
0,96138,124066,Office,1,,2,271.7823232,0,30,40.40450623
0,32736,49100,ProfExe,4,0,0,262.9484377,0,34,38.563081
0,57358,71617,Office,0,0,0,194.2933392,0,25,30.53780606
0,51107,64135,Office,4,0,0,115.002195,0,17,32.25108612
0,48132,78889,Mgr,4,0,0,133.1676855,0,8,28.29822706
0,,48971,Other,,,,345.0099186,,17,32.47431947
0,77350,101271,Other,0,0,0,148.9162275,1,18,34.38702843
0,61035,90434,ProfExe,4,0,0,113.6359957,0,12,25.35719461
0,58941,88470,ProfExe,4,0,0,123.2570546,0,12,25.55759334
0,62824,82243,Other,5,,,109.4827485,0,7,34.81844499
0,25859,43684,Mgr,16,1,0,95.36306868,1,17,27.10761957
0,24687,37391,Office,2,0,0,217.7442746,0,16,38.25139203
0,43110,73614,Mgr,1,0,0,114.2891824,1,8,26.37910802
0,11147,166496,Mgr,23,0,0,73.46751776,1,19,29.53166415
0,42876,66085,Mgr,26,0,0,281.5781525,1,16,38.02752168
0,45861,61256,Other,7,0,0,132.0192267,3,48,30.18656747
1,54161,75500,Office,4,0,0,23.33333333,5,11,
0,44479,78121,Mgr,1,0,0,117.3235888,0,9,27.13398944
0,97072,155146,Mgr,0,0,0,204.1656163,0,19,40.50796477
1,96590,112115,Other,0,6,0,178.6595894,2,46,41.11788749
0,113890,135146,,16,0,0,174.1014596,1,17,37.6335491
0,49765,66782,Mgr,27,0,0,272.5904825,1,16,39.3830645
0,25844,83229,Other,,0,0,247.7616459,0,50,43.70133124
0,123579,168243,Office,4,0,0,146.3520808,0,20,26.60351151
0,166345,202989,ProfExe,10,0,0,276.0663463,0,37,24.35659356
0,55575,78661,Other,17,1,0,198.9896005,1,20,38.99143137
0,102228,115898,ProfExe,0,0,0,144.1981676,0,30,35.11415035
0,56111,114521,Office,2,,2,154.8555239,1,24,38.69508356
0,64163,84948,ProfExe,12,0,2,172.7111657,0,13,27.9796944
1,79623,113658,Other,0,0,2,212.1291452,2,25,35.10671964
0,92986,114276,Other,13,0,0,116.9613578,2,8,36.25138573
0,99853,163401,Mgr,0,0,0,208.4622762,1,18,37.82861717
0,17889,94453,Other,19,0,0,244.3562274,2,41,35.74477089
0,101354,117209,ProfExe,1,0,0,136.1582225,0,30,36.8517233
0,133243,154513,Mgr,,0,0,217.0370487,0,18,37.46299196
1,76100,98500,Other,5,10,1,59.83333333,5,16,
0,49968,68025,Office,3,0,0,126.0794526,0,18,34.10902705
0,73071,94267,Office,1,0,0,160.4547005,3,19,32.27680932
0,153839,194027,Other,7,0,0,,1,15,29.1136512
0,51102,69532,Other,5,0,0,108.3160802,2,49,31.49594572
0,100642,138550,Office,3,,,115.0759476,3,16,32.17638026
1,110603,142000,Other,1,1,0,163.0666667,3,25,
1,56647,78000,ProfExe,11,3,2,92.3,7,29,
1,68000,133015,Office,19,1,1,177.5,5,21,
0,46636,72908,Other,7,0,0,110.2309072,3,15,41.51229209
0,90221,113564,Other,19,0,0,265.1846253,1,17,27.02943897
0,85183,108948,ProfExe,4,0,0,125.1094856,1,25,37.10302599
0,61524,87188,ProfExe,3,0,0,115.8086609,1,13,25.40157
1,91000,116000,ProfExe,0.5,0,0,188.7333333,3,26,
0,87294,114031,Other,15,0,0,147.0985835,2,8,34.46794
0,103562,130613,Other,1,0,0,288.0084783,0,47,39.35835753
0,102858,138977,Office,2,,,100.2812192,2,15,31.66931945
0,23288,94904,ProfExe,8,0,0,145.1207368,0,20,29.67538222
0,39057,50933,ProfExe,6,0,0,239.2016301,1,35,39.30107072
0,53707,80407,Other,17,1,0,185.9782208,0,21,36.49405393
0,,96188,Other,,0,0,181.2950465,0,9,30.87931729
0,56090,103992,Other,1,0,2,46.87513575,1,10,39.08182644
0,62996,86817,ProfExe,12,0,1,152.7826478,0,14,29.20365458
0,73354,96526,Other,0,0,0,147.1345258,1,18,33.05249321
0,72232,103081,Other,1,0,0,143.9671531,0,18,36.30996249
0,79122,96116,Other,1,0,0,152.4437144,1,18,35.5896626
1,76043,95605,Other,3,2,1,85.04333493,6,30,47.84029512
0,44571,66088,Office,2,0,0,126.0903816,0,17,30.87190179
0,,45119,Other,,,,354.7359192,,17,34.49504666
0,29201,41396,Mgr,19,0,0,89.20252735,1,16,23.93494584
0,67285,90816,Other,1,1,2,104.5928669,2,25,35.59225354
0,64857,82449,Other,1,0,0,312.882474,3,15,43.47886256
0,59347,68667,Office,0,0,0,185.274961,0,25,30.05232395
0,71983,97939,Office,1,0,0,144.3662159,3,19,29.80858977
0,106381,134476,Other,0,0,0,294.0732541,0,47,38.58165872
0,62198,101183,ProfExe,21,0,0,230.7167135,1,23,39.13975656
0,71366,87862,Office,5,0,0,116.7966851,0,20,23.40013712
0,39063,54561,Other,17,0,0,107.9438175,1,17,38.91921033
0,48487,65665,Other,6,0,0,100.1740038,2,15,43.76968491
0,,66000,,7,0,0,111.7857004,0,14,27.09089472
0,88661,114922,Other,13,0,0,152.7540102,1,7,36.76627363
0,61093,97551,Office,0,0,0,75.06082943,0,22,35.5629932
0,10847,94611,Other,14,0,1,271.3966671,0,22,27.2833953
0,17480,41055,Office,1,0,0,196.1319389,0,15,37.92365952
0,64964,88856,Office,5,0,0,114.6676183,0,19,21.93300632
0,111612,128416,,14,0,0,169.7334875,0,17,39.77062845
0,93302,116668,Other,20,0,0,283.040946,0,16,25.2259102
0,50886,106673,Other,2,0,2,57.09065961,1,10,40.85911311
0,60260,90196,ProfExe,11,0,1,177.8548455,0,14,29.60717111
0,36253,57420,ProfExe,3,0,0,267.7835088,1,34,37.93457008
0,,56402,Office,3,0,0,91.04574898,2,8,38.68550628
0,107395,133433,ProfExe,6,0,0,96.15756174,0,13,27.59227738
0,71399,96588,ProfExe,7,0,0,83.59853183,0,16,33.62658567
0,98476,136319,Office,2,,,110.7357286,3,16,32.22102484
0,85150,113104,ProfExe,11,0,0,148.0652591,2,19,38.96287206
1,58016,76416,Office,4,0,0,28.01149175,5,10,41.46337333
0,47064,71698,ProfExe,3,0,0,244.5180644,3,32,30.40320383
0,,55796,Office,1,0,0,85.18341257,2,8,40.20948611
0,56375,90435,Office,0,0,0,70.22587032,0,23,36.02327677
0,72911,97317,Mgr,1,0,0,82.39838379,0,17,25.32925087
0,82302,111228,ProfExe,4,0,0,118.4559036,0,25,37.1605612
0,61494,85864,Other,2,0,0,303.8376508,3,15,40.24631208
0,38770,64357,Other,17,0,0,282.9357846,0,21,27.97949547
0,39686,67246,,5,0,0,114.183555,1,10,27.5758097
0,83080,108348,ProfExe,1,0,0,132.6098608,0,25,36.45908768
0,,95639,Other,,0,0,179.8493516,1,9,33.14225722
0,107736,113100,Other,1,0,0,135.1232249,2,20,38.93711224
0,56956,74305,Office,0,0,0,187.1833294,0,24,31.81747192
0,60611,89943,Office,29,0,0,208.466537,0,21,30.81324059
0,58942,91483,ProfExe,5,0,0,123.7366744,0,13,28.15595999
0,68889,85642,Other,0,2,2,105.7679609,2,25,34.62992201
0,100277,163702,Other,,1,,256.8544712,,24,36.35403645
0,51689,115660,ProfExe,16,0,0,270.044991,0,19,27.46700181
0,137169,182280,Mgr,12,0,0,241.3753071,0,21,28.84644812
0,13839,171378,Mgr,23,0,0,86.7026248,2,21,31.35960953
0,13660,173360,Mgr,23,0,0,78.8388988,2,21,30.06279232
0,8642,88369,Other,13,0,0,265.022103,0,22,26.48079237
0,36902,57622,Other,9,0,0,121.8797027,0,10,19.14211657
0,54003,116434,ProfExe,18,0,0,268.715304,0,19,24.25197177
0,69306,94504,ProfExe,7,0,0,85.85082998,0,15,32.2942169
0,56432,157665,ProfExe,20,0,0,238.1668986,0,27,20.07933438
0,44326,79651,ProfExe,4,0,0,246.7969491,3,32,32.50901207
1,70046,135917,Self,1,1,2,138.0110083,0,16,38.2892023
0,37265,53214,ProfExe,2,0,0,259.963831,0,34,39.83150056
0,62697,89848,Office,7,0,0,113.0588969,0,19,24.07219136
0,72501,94488,Office,1,0,0,162.3895619,3,19,29.96118901
0,97335,167384,Other,,0,,250.4871084,,24,39.15632328
0,63559,81536,ProfExe,13,0,3,176.8707685,0,13,26.18976709
0,66823,91680,Mgr,0,0,0,89.43649279,0,18,27.71065729
0,38233,63578,,6,1,0,79.1215828,2,9,26.5188307
0,70444,95860,Office,7,,,95.68425477,0,11,38.14282274
1,96450,135822,ProfExe,6,0,1,90.3,6,5,
0,102054,143103,Office,5,,,125.858539,2,16,32.84743505
0,56273,111507,Office,1,,2,123.0225636,1,23,39.49148711
1,51080,92051,Mgr,10,0,0,117.0897854,0,31,42.373233
0,46342,68029,Mgr,26,1,0,279.0070806,1,17,36.07297543
0,110332,130756,Other,2,0,1,288.6555842,1,47,41.9463752
0,68779,98623,Mgr,1,0,0,83.86164124,0,17,26.40566665
1,,31953,Other,10,0,1,74.42930759,1,2,29.97560335
0,68000,98898,Office,10,0,0,206.9666667,2,13,
0,49255,61752,Other,8,0,0,122.0619672,3,49,30.03372238
0,62216,85503,Other,3,0,0,307.2507013,2,15,41.43939067
0,97523,130166,Mgr,5,,,247.9728235,3,42,40.59168739
0,63508,94991,Office,1,0,0,155.8847243,0,25,23.58566428
0,65836,100292,ProfExe,22,0,0,237.1016319,0,24,36.33819671
0,,53365,Other,,,,340.460801,,17,30.57565003
0,72152,102671,ProfExe,7,0,0,84.63934821,0,16,32.88687523
0,88509,112933,ProfExe,4,0,0,150.8023694,1,21,23.20094121
0,84824,115146,Other,21,0,0,293.9804358,0,16,27.09752347
0,23252,50750,ProfExe,16,0,0,180.6,1,20,
0,46865,61266,,5,0,0,102.5946739,2,9,26.35375338
0,105000,172500,Office,6,0,0,219.1666667,4,24,
0,23000,46000,Other,0.2,,,312.5333333,,25,
0,7051,66200,Office,,0,0,250.5666667,0,22,
0,88000,131300,Mgr,14,0,0,179.5666667,2,26,
0,124000,195000,ProfExe,13,0,0,202.9,0,22,
0,94554,119000,Mgr,1,0,1,308.4666667,1,20,
0,90000,120600,Office,25,0,0,272.9333333,3,17,
0,45000,68500,ProfExe,10,0,0,190.8,1,42,
0,56000,78000,,4,0,0,108.5333333,0,16,
1,62000,160800,ProfExe,15,0,0,129.8333333,1,11,
1,12900,21500,Office,5,3,0,109.5666667,0,33,
1,57988,86970,Other,16,0,0,165.3333333,2,14,
1,99401,140000,Other,8.9,2,0,150.1,3,20,
1,39005,60000,Other,10,2,0,112.6333333,5,5,
1,47000,69000,Other,6,3,2,110.6333333,2,24,
0,52301,79959,Other,1,,1,290.2806482,0,9,37.16369797
0,55169,114786,Office,2,,2,120.1541063,0,24,37.54773286
0,100822,118817,ProfExe,0,0,0,126.4264397,0,30,37.87741107
1,48724,72654,Other,7,0,0,62.08860596,0,4,31.57029892
0,161413,196860,Other,7,0,0,,2,16,30.77816684
0,90275,135792,Mgr,13,0,0,178.661764,1,26,33.33696079
0,74162,89823,Other,0,2,1,121.7614658,1,26,34.02520751
1,114000,147140,Other,5,0,0,122.7333333,2,13,
0,50409,78404,ProfExe,9,0,0,191.2820789,0,42,39.48302397
0,54196,71412,ProfExe,10,0,0,189.8742704,1,42,37.3521051
0,41814,62845,Other,27,0,0,244.8818599,0,14,23.53704523
0,,97026,Other,,0,0,182.5978157,1,9,30.67551037
0,107546,176314,Office,6,0,0,218.0193861,3,23,40.15214366
0,81916,104048,Other,0,0,0,154.4259959,0,18,33.67802577
0,144692,183630,Mgr,11,0,0,256.2054726,0,21,27.38411651
0,53524,102133,Other,0,0,3,52.94238739,1,9,40.61679727
0,46145,72200,ProfExe,11,0,0,178.1920777,0,42,40.57402248
1,23590,215548,Mgr,10,7,2,136.5300202,10,41,33.27229752
0,57864,164069,ProfExe,19,0,0,247.545271,0,27,21.46927181
0,71814,89941,Other,10,0,0,83.16781079,3,11,32.28540549
0,62783,86066,Other,0,0,0,293.3585868,2,15,43.6177143
0,89454,119019,Other,13,0,0,127.2461963,1,8,37.52527269
0,112832,182418,Office,8,0,0,230.0721311,3,23,40.29869891
0,95322,119643,Mgr,2,0,0,313.6033866,1,20,42.1192853
0,22203,138057,Other,8,0,0,356.9090675,1,10,40.87438208
0,73356,86885,Other,10,0,0,73.74671053,3,12,31.57101889
0,27186,77694,Other,,0,0,249.4133616,0,50,43.72793048
0,27239,39723,Mgr,17,0,0,111.5322141,1,16,24.44945281
0,23928,55734,ProfExe,17,0,0,175.8953545,0,19,37.94552227
0,32554,92419,ProfExe,8,0,0,164.9096132,1,20,29.01660998
0,18611,171194,Self,5,0,0,313.0379453,0,26,27.19915401
0,50250,72000,Mgr,10,2,0,75.06666667,3,28,
0,93702,158647,ProfExe,4,0,1,96.17779327,0,16,34.70993598
0,16386,170310,Mgr,23,0,0,73.0072773,2,20,29.80460145
1,67809,89339,Sales,0,3,0,102.4609862,2,19,38.34534078
0,13925,94898,Other,22,0,0,223.901918,2,41,35.99822541
0,34593,56658,Other,15,0,0,126.0480098,1,18,36.92663479
0,49653,159076,ProfExe,20,0,0,231.5497227,0,27,20.41593161
0,94727,136877,Mgr,15,0,0,168.9599682,2,26,36.05643747
1,55406,78682,Other,,0,0,122.7177095,0,39,33.6938313
0,4447,21510,Other,,0,0,67,2,19,
1,139000,171350,Other,0.1,0,1,102.5,7,18,
0,97146,124195,Office,24,0,0,278.3074217,2,17,32.72169498
0,61690,89963,ProfExe,15,0,2,157.409679,0,14,27.94667597
0,61554,94510,Office,2,0,0,161.3526933,0,24,23.89655471
0,4927,30198,Other,,0,0,89.59983867,1,19,41.23052688
0,53646,156048,ProfExe,20,0,0,232.2971256,0,27,20.85606753
0,120966,208782,Other,4,0,0,202.5343334,0,17,27.43664604
0,62141,90434,Office,0,0,0,69.41077665,0,22,35.35728725
0,68743,92112,Mgr,0,0,0,95.34376502,0,16,26.69266663
1,95091,113294,ProfExe,15,0,3,188.504617,0,36,78.65438605
0,78077,105522,ProfExe,0,0,0,278.4430216,2,22,38.9396509
0,63852,93356,Other,1,0,0,181.9117699,0,31,33.20940925
0,39109,62371,Other,25,0,0,268.1982607,0,13,24.74818104
0,57980,79265,Other,16,0,0,194.0542928,0,20,37.72576061
0,40018,65355,Other,16,1,0,287.9746298,0,21,28.36288297
0,90337,103864,ProfExe,3,0,0,118.5345867,0,25,39.72048898
0,109437,114900,Other,1,0,0,138.1718508,1,20,38.33231689
0,55584,95236,ProfExe,10,0,0,,1,15,24.59063319
0,121001,210685,Other,2,0,0,192.9772854,0,16,26.86050033
0,26982,59552,ProfExe,15,0,0,183.6144149,1,19,36.29961798
0,63351,87645,Other,1,0,0,324.614647,3,15,43.90230255
0,109192,139384,ProfExe,6,0,0,122.8655758,0,14,29.3975931
0,90099,118545,ProfExe,12,0,0,140.5158506,3,18,38.89923169
0,31427,60249,Other,16,0,0,110.5522774,0,18,40.00125599
0,35975,60500,Office,13,0,2,118.6666667,1,22,
1,60100,82506,ProfExe,10,3,1,171.4666667,2,64,
0,73510,95132,Mgr,0,0,0,86.68429575,0,17,25.24404629
0,93728,153093,ProfExe,5,0,0,109.3371059,0,16,36.21398749
0,68096,99051,Mgr,1,0,0,85.8431617,0,17,27.63351648
0,68517,97151,ProfExe,7,0,0,77.52181884,0,15,32.00405609
0,12169,93564,Other,13,0,1,274.4813985,0,23,30.26921818
0,89455,124840,ProfExe,13,,,148.7646605,,24,29.9624015
0,67550,95440,Office,3,0,0,154.1501136,0,25,22.85499927
0,68655,94322,ProfExe,8,0,0,76.79470126,0,15,32.74121014
0,89101,118748,ProfExe,7,0,0,153.849763,2,21,21.76282696
0,65519,89276,Other,0,1,2,123.098552,2,26,36.35420324
1,88352,110216,Other,1,0,0,376.7236428,3,31,47.83067113
0,94280,122172,Office,23,0,0,280.0488336,2,16,33.36352866
0,63569,95729,ProfExe,23,0,0,237.2759487,0,23,38.41536702
0,61049,96397,Office,2,0,0,80.15575717,0,23,35.42557919
0,99902,125249,Office,26,0,0,294.424118,2,16,33.48854738
1,72718,98065,Other,8,0,0,119.0578171,0,19,35.36412843
1,116228,148722,Other,1,0,0,159.1692347,2,25,38.07976182
0,110580,137926,ProfExe,6,0,0,93.43274991,0,13,29.11688772
0,94952,129177,ProfExe,12,,,140.4807035,,24,29.96750585
0,83548,111626,ProfExe,9,0,0,163.8543934,3,17,37.07811779
0,16756,66340,Office,,0,0,239.8448526,0,21,38.6626294
0,40673,60418,Other,27,0,0,247.6495789,0,13,24.98029896
0,41730,59750,,6,1,0,109.9614065,1,10,27.91184544
0,48970,69559,ProfExe,20,0,0,178.015833,0,23,39.70798807
0,75491,101745,ProfExe,0,0,0,279.3700507,1,20,38.75029966
1,43188,68876,Other,,0,0,199.000576,6,25,41.00610329
0,62300,95869,Other,2,0,0,172.7591234,1,31,35.18944727
0,57174,91772,ProfExe,4,0,0,129.6632166,0,13,28.90447884
0,46555,69186,ProfExe,19,0,0,187.2301325,0,22,38.18814386
0,,94125,Other,,1,0,178.6456365,0,11,30.93141022
0,26389,85552,ProfExe,7,0,0,152.0406589,1,21,27.35620808
0,14517,95150,Other,11,0,0,272.0341025,0,22,27.47858304
0,102472,115719,ProfExe,0,0,0,120.0902646,0,30,34.24344096
0,10934,66367,Sales,1,0,0,326.5673282,0,5,38.15167101
0,14111,71628,Office,,0,0,246.9909305,0,22,39.61154172
0,65165,90805,Office,2,0,0,160.7322651,0,25,25.37204765
0,81938,106187,ProfExe,2,0,0,282.9006093,1,21,40.0388411
0,23618,37539,Office,1,0,0,199.7237771,0,15,36.9827292
0,67686,95949,ProfExe,9,0,0,78.94907069,0,16,31.80824299
0,42683,68000,Office,3,0,0,229.3,0,12,
0,67290,95750,Other,,2,1,237.1,2,14,
0,71000,95000,Mgr,6,0,0,71,7,24,
