idx,DEFAULT,OUTSTANDING MORTGAGE,PROPERTY VALUE,JOB,YEARS AT JOB,DEROGATORY REPORTS,DELINQUENT CREDIT LINES,OLDEST CREDIT (MONTHS),RECENT CREDIT ENQUIRIES,CREDIT LINES,DEBTINC,LTV RATIO
2484,0,60573.0,93187.0,Other,0.0,0.0,0.0,30.00947426,2.0,3.0,39.08020712,0.6500155601103158
2485,0,88898.0,107208.0,Office,30.0,,0.0,329.7602146,1.0,50.0,36.74501301,0.8292105066786061
2486,0,16448.0,38774.0,Office,7.0,0.0,0.0,91.00553985,0.0,16.0,19.24035126,0.4242017847010884
2487,0,73887.0,109451.0,Other,6.0,0.0,0.0,81.31481864,2.0,13.0,33.98140835,0.6750692090524527
2488,0,65303.0,84590.0,Office,6.0,0.0,0.0,121.0649537,1.0,19.0,22.57682394,0.7719943255703984
2489,0,101179.0,117405.0,Office,2.0,0.0,0.0,133.9305097,1.0,22.0,35.54740722,0.8617946424768962
2490,0,70872.0,88731.0,Other,4.0,0.0,0.0,243.9979348,3.0,26.0,29.04802062,0.7987287419278494
2491,1,54359.0,78408.0,Self,4.0,3.0,0.0,129.9677556,0.0,24.0,3.016141451,0.6932838485868789
2492,1,55480.0,76464.0,Other,15.0,0.0,1.0,122.0894998,5.0,20.0,43.06260476,0.7255702029713329
2493,0,56506.0,81390.0,ProfExe,12.0,0.0,2.0,170.7666667,0.0,14.0,,0.694262194372773
2494,0,45701.0,78186.0,Mgr,5.0,0.0,0.0,125.0313534,1.0,8.0,26.34385565,0.5845164095873941
2495,0,85486.0,97795.0,Office,,0.0,0.0,173.010785,1.0,26.0,41.58352917,0.8741346694616289
2496,0,66329.0,100824.0,ProfExe,9.0,0.0,0.0,279.2407514,0.0,11.0,36.19837544,0.6578691581369516
2497,0,89872.0,118027.0,ProfExe,0.0,1.0,1.0,155.4454529,1.0,34.0,33.13569677,0.7614528878985317
2498,0,,44066.0,Other,0.0,0.0,0.0,313.7797311,1.0,8.0,27.75194278,
2499,0,87167.0,114219.0,ProfExe,8.0,0.0,0.0,194.1131735,2.0,36.0,41.3297639,0.7631567427485795
2500,1,57557.0,80611.0,Other,12.0,0.0,0.0,103.1065045,0.0,7.0,39.84087535,0.71400925432013
2501,0,65843.0,86628.0,Other,,0.0,0.0,288.581891,0.0,20.0,28.27556284,0.7600660294592972
2502,0,22245.0,31531.0,Office,7.0,0.0,0.0,91.07421818,0.0,16.0,21.62058028,0.7054961783641496
2503,0,44588.0,72331.0,ProfExe,6.0,0.0,0.0,156.3317445,2.0,11.0,28.16444054,0.6164438484190734
2504,0,82930.0,103352.0,ProfExe,6.0,0.0,0.0,105.675978,0.0,27.0,27.47381473,0.8024034367985138
2505,0,87391.0,99494.0,Other,18.0,0.0,0.0,134.8599969,4.0,23.0,29.53505856,0.8783544736366012
2506,0,97646.0,139884.0,ProfExe,13.0,0.0,0.0,119.0831164,5.0,22.0,36.36059707,0.6980498127019531
2507,0,49849.0,70075.0,Office,0.0,0.0,0.0,153.691869,0.0,25.0,30.9009156,0.7113663931501962
2508,0,97930.0,113886.0,Office,3.0,0.0,0.0,267.8272583,0.0,33.0,28.42029335,0.8598949827020003
2509,0,51219.0,144894.0,Other,1.0,0.0,0.0,275.2831155,5.0,42.0,39.32388512,0.3534928982566566
2510,0,48649.0,81342.0,Mgr,3.0,0.0,0.0,110.0567314,0.0,8.0,28.8023987,0.5980797128174866
2511,1,58204.0,71257.0,Office,3.0,3.0,2.0,206.5187349,1.0,50.0,43.76293027,0.8168179968283817
2512,0,69723.0,83553.0,Office,5.0,0.0,0.0,114.8555346,1.0,19.0,22.9572918,0.8344763204193746
2513,0,72637.0,103297.0,Other,4.0,2.0,0.0,83.46608634,0.0,20.0,22.55303962,0.7031859589339478
2514,0,60667.0,81293.0,,6.0,,,,,,27.5737365,0.7462758171060239
2515,0,45797.0,71942.0,Other,11.0,0.0,0.0,233.6787307,0.0,17.0,33.55026521,0.6365822468099303
2516,0,36120.0,57095.0,ProfExe,4.0,0.0,0.0,239.0236755,1.0,35.0,38.17162353,0.6326298274805149
2517,1,,54869.0,Office,8.0,,,,,,,
2518,0,80988.0,97404.0,ProfExe,10.0,3.0,0.0,188.501672,1.0,30.0,26.5682704,0.8314648269064926
2519,0,81483.0,134347.0,ProfExe,14.0,0.0,0.0,305.9150757,0.0,18.0,29.65356348,0.6065114963490067
2520,0,93226.0,108149.0,Sales,11.0,,1.0,152.7976908,1.0,17.0,34.25026619,0.8620144430369213
2521,1,45000.0,85000.0,Mgr,11.0,0.0,0.0,110.0,0.0,31.0,,0.5294117647058824
2522,1,399550.0,,Mgr,0.9,0.0,0.0,138.1666667,1.0,18.0,,
2523,1,,,,1.0,1.0,0.0,108.5333333,0.0,22.0,,
2524,1,63000.0,100050.0,Other,,1.0,0.0,135.3,1.0,20.0,,0.6296851574212894
2525,1,4734.0,55500.0,Other,24.0,2.0,0.0,14.6,1.0,1.0,,0.08529729729729729
2526,1,,27500.0,Other,11.0,1.0,1.0,62.3,2.0,3.0,,
2527,1,8200.0,42075.0,ProfExe,18.0,1.0,0.0,122.2331482,0.0,23.0,,0.1948900772430184
2528,1,98000.0,132790.0,Other,1.5,0.0,3.0,107.6666667,1.0,21.0,,0.7380073800738007
2529,1,49200.0,72900.0,Other,10.0,0.0,0.0,174.0332996,1.0,16.0,,0.6748971193415638
2530,1,163000.0,207562.0,ProfExe,6.0,0.0,0.0,247.5842491,1.0,27.0,,0.785307522571569
2531,1,45000.0,68250.0,Other,7.0,0.0,1.0,55.96666667,0.0,4.0,,0.6593406593406593
2532,1,86000.0,,Mgr,1.0,0.0,0.0,63.7,1.0,27.0,,
2533,1,37000.0,58488.0,Other,2.0,0.0,0.0,266.9333333,0.0,48.0,,0.6326083983039256
2534,1,83000.0,114000.0,ProfExe,18.0,0.0,0.0,207.2333333,0.0,27.0,,0.7280701754385965
2535,1,40772.0,62025.0,Other,,0.0,1.0,120.6,2.0,19.0,,0.657347843611447
2536,1,20000.0,47394.0,Other,13.0,0.0,0.0,66.13333333,0.0,11.0,,0.4219943452757733
2537,1,29000.0,105000.0,Other,7.0,0.0,4.0,97.66666667,1.0,8.0,,0.2761904761904762
2538,1,38000.0,73200.0,Other,6.0,0.0,0.0,171.3,0.0,17.0,,0.5191256830601093
2539,1,,,,0.0,2.0,1.0,91.26666667,1.0,10.0,,
2540,1,89000.0,122400.0,Mgr,1.0,0.0,2.0,136.4666667,0.0,19.0,,0.7271241830065359
2541,1,48786.0,72500.0,Other,10.0,0.0,0.0,75.4,2.0,9.0,,0.6729103448275862
2542,1,57900.0,88200.0,ProfExe,10.0,,,,,,,0.6564625850340136
2543,1,34200.0,38900.0,Other,9.2,0.0,0.0,170.7,4.0,21.0,,0.8791773778920309
2544,1,37624.0,60562.0,Other,,0.0,1.0,186.8666667,7.0,26.0,,0.6212476470393976
2545,1,106239.0,135942.0,ProfExe,19.5,0.0,1.0,9.1,2.0,24.0,,0.7815024054376131
2546,1,18500.0,19000.0,Other,2.0,0.0,1.0,20.16666667,0.0,2.0,,0.9736842105263158
2547,1,5500.0,29025.0,Other,25.0,0.0,5.0,275.5,1.0,19.0,,0.18949181739879414
2548,1,71269.0,97500.0,Other,9.0,0.0,0.0,118.1666667,1.0,19.0,,0.7309641025641026
2549,1,96931.0,137390.0,Other,0.2,0.0,0.0,114.8666667,1.0,16.0,,0.7055171409855157
2550,1,,74750.0,,,,,,,,,
2551,0,2619.0,57310.0,Sales,0.3,0.0,0.0,322.6,0.0,6.0,,0.045698830919560285
2552,0,,87360.0,Office,28.0,0.0,0.0,323.6333333,0.0,16.0,,
2553,0,50000.0,90000.0,ProfExe,5.5,0.0,0.0,130.8666667,2.0,22.0,,0.5555555555555556
2554,0,18000.0,163580.0,Self,7.0,0.0,0.0,304.3666667,0.0,27.0,,0.11003790194400294
2555,0,62000.0,94575.0,ProfExe,23.0,0.0,0.0,238.4,1.0,24.0,,0.6555643669045731
2556,0,48882.0,156000.0,ProfExe,20.0,0.0,0.0,239.5,0.0,28.0,,0.31334615384615383
2557,0,,48800.0,Office,2.0,0.0,0.0,86.26666667,2.0,9.0,,
2558,0,42720.0,70000.0,Other,1.0,,2.0,289.0,1.0,10.0,,0.6102857142857143
2559,0,73335.0,99400.0,ProfExe,0.5,0.0,0.0,273.9333333,2.0,21.0,,0.7377766599597585
2560,0,125000.0,154000.0,Mgr,,0.0,0.0,223.2030702,0.0,19.0,,0.8116883116883117
2561,0,135442.0,175900.0,Mgr,11.0,0.0,0.0,247.5666667,0.0,21.0,,0.7699943149516771
2562,0,,94000.0,Other,,0.0,0.0,186.7,1.0,10.0,,
2563,0,53000.0,83400.0,ProfExe,5.0,0.0,0.0,120.3,0.0,13.0,,0.6354916067146283
2564,0,54261.0,88000.0,ProfExe,10.0,0.0,0.0,,1.0,16.0,,0.6166022727272727
2565,0,94705.0,114400.0,Other,9.0,0.0,0.0,300.2666667,2.0,19.0,,0.8278409090909091
2566,0,42657.0,65000.0,ProfExe,18.0,0.0,0.0,181.6,0.0,23.0,,0.6562615384615385
2567,0,122486.0,159000.0,Office,5.0,0.0,0.0,137.0,1.0,21.0,,0.7703522012578616
2568,0,48000.0,105000.0,Office,2.0,,3.0,142.0,1.0,24.0,,0.45714285714285713
2569,0,102988.0,130000.0,Other,1.3,0.0,0.0,289.1666667,0.0,47.0,,0.7922153846153847
2570,0,86177.0,111500.0,Other,14.0,0.0,0.0,133.9333333,2.0,9.0,,0.7728878923766817
2571,0,23473.0,74000.0,Other,,0.0,0.0,244.7666667,1.0,50.0,,0.3172027027027027
2572,0,72000.0,95000.0,Other,0.0,0.0,0.0,147.1,1.0,18.0,,0.7578947368421053
2573,0,59000.0,86420.0,Office,1.5,0.0,0.0,160.3,0.0,25.0,,0.682712335107614
2574,0,92000.0,154000.0,Mgr,1.0,0.0,0.0,207.9666667,1.0,19.0,,0.5974025974025974
2575,0,89126.0,118300.0,Office,0.4,,3.0,263.1666667,1.0,30.0,,0.7533896872358411
2576,0,95300.0,135700.0,Office,3.0,,,115.6666667,3.0,16.0,,0.7022844509948416
2577,0,36900.0,58600.0,Other,26.0,0.0,0.0,247.1,0.0,14.0,,0.6296928327645052
2578,0,100000.0,115000.0,ProfExe,1.0,0.0,0.0,128.8666667,0.0,30.0,,0.8695652173913043
2579,0,116000.0,202800.0,Other,3.5,0.0,0.0,202.9666667,0.0,17.0,,0.571992110453649
2580,0,84000.0,110975.0,Other,20.0,0.0,0.0,282.1666667,1.0,17.0,,0.7569272358639333
2581,0,15832.0,35300.0,Office,1.0,0.0,0.0,211.0333333,0.0,16.0,,0.4484985835694051
2582,1,62674.0,76950.0,Mgr,8.0,1.0,5.0,249.5333333,0.0,31.0,,0.8144769330734243
2583,1,,50000.0,Other,0.0,3.0,4.0,206.9666667,1.0,45.0,,
2584,1,89200.0,114750.0,ProfExe,11.0,0.0,0.0,114.6,0.0,27.0,,0.7773420479302833
2585,1,109000.0,155000.0,Office,0.0,3.0,2.0,105.5,1.0,28.0,,0.7032258064516129
2586,1,42006.0,,Other,10.0,0.0,1.0,75.33333333,0.0,33.0,,
2587,1,153000.0,185625.0,Mgr,8.0,,2.0,154.2,,31.0,,0.8242424242424242
2588,1,33000.0,,,0.9,7.0,5.0,144.8666667,0.0,20.0,,
2589,1,116400.0,146450.0,Other,17.5,0.0,1.0,255.6666667,1.0,29.0,,0.794810515534312
2590,1,6124.0,35000.0,Other,1.5,1.0,0.0,91.26666667,0.0,5.0,,0.17497142857142858
2591,1,18900.0,80400.0,ProfExe,7.0,0.0,1.0,142.0,0.0,12.0,,0.23507462686567165
2592,1,54294.0,85460.0,Other,18.0,0.0,3.0,118.6666667,1.0,23.0,,0.6353147671425228
2593,1,,26100.0,Other,1.6,0.0,1.0,105.4666667,17.0,20.0,,
2594,1,73500.0,105000.0,Other,1.0,0.0,2.0,205.9333333,2.0,25.0,,0.7
2595,1,40000.0,58000.0,ProfExe,4.0,7.0,0.0,268.8333333,3.0,26.0,,0.6896551724137931
2596,1,68000.0,96000.0,Mgr,12.0,0.0,3.0,109.5666667,0.0,24.0,,0.7083333333333334
2597,1,62100.0,40000.0,ProfExe,1.0,0.0,0.0,111.6,2.0,13.0,,1.5525
2598,1,74000.0,90000.0,ProfExe,9.0,1.0,3.0,136.9666667,0.0,27.0,,0.8222222222222222
2599,1,16400.0,205950.0,Mgr,10.0,8.0,3.0,135.9333333,11.0,42.0,,0.07963097839281379
2600,1,55300.0,81000.0,Other,5.3,8.0,0.0,259.7333333,4.0,30.0,,0.682716049382716
2601,1,166000.0,182175.0,,3.5,4.0,0.0,74.06666667,2.0,14.0,,0.9112117469466172
2602,1,54000.0,72865.0,Office,2.9,0.0,1.0,145.1,1.0,15.0,,0.7410965484114458
2603,1,47000.0,73900.0,Office,2.0,1.0,5.0,73.1,1.0,16.0,,0.6359945872801083
2604,1,82000.0,130000.0,Mgr,18.0,0.0,5.0,122.7333333,10.0,19.0,,0.6307692307692307
2605,1,61438.0,127300.0,Self,4.0,1.0,3.0,134.2666667,1.0,17.0,,0.48262372348782406
2606,1,42000.0,111351.0,Other,6.0,,6.0,225.6333333,0.0,17.0,,0.37718565616833255
2607,1,79000.0,108000.0,Other,0.4,0.0,0.0,385.5,3.0,31.0,,0.7314814814814815
2608,1,125000.0,177100.0,ProfExe,10.0,3.0,1.0,221.1666667,0.0,14.0,,0.7058159232072275
2609,1,77544.0,102000.0,Sales,4.0,0.0,0.0,11.7,2.0,35.0,,0.760235294117647
2610,1,61265.0,,Office,22.0,0.0,0.0,186.6666667,1.0,21.0,,
2611,0,96983.0,140487.0,ProfExe,15.0,0.0,0.0,132.421919,4.0,21.0,35.3484859,0.6903343369849168
2612,0,26284.0,40908.0,ProfExe,20.0,0.0,1.0,198.8312038,1.0,16.0,32.01239231,0.6425149115087514
2613,0,5627.0,64962.0,Sales,0.0,0.0,0.0,341.5020847,0.0,6.0,39.9967104,0.0866198700778917
2614,0,46867.0,67529.0,Other,7.0,0.0,0.0,133.787581,3.0,48.0,31.48646083,0.6940277510402938
2615,0,73187.0,111623.0,Other,4.0,0.0,0.0,98.13989369,2.0,14.0,36.23723367,0.6556623634913952
2616,0,65584.0,92582.0,Other,10.0,0.0,0.0,82.94897322,2.0,10.0,34.3172408,0.708388239614612
2617,0,,68020.0,,1.0,0.0,0.0,,0.0,0.0,1.920694367,
2618,0,27954.0,79333.0,Other,,0.0,0.0,256.0038054,1.0,49.0,42.58194893,0.3523628250538868
2619,0,84832.0,107207.0,Other,19.0,0.0,0.0,124.4505323,4.0,23.0,28.55818348,0.7912916134207655
2620,0,89165.0,106392.0,Sales,12.0,,2.0,166.085018,0.0,17.0,35.0331025,0.8380799308218663
2621,0,44623.0,72225.0,Other,1.0,0.0,0.0,268.4203579,0.0,21.0,28.13158042,0.6178331602630668
2622,0,140193.0,176342.0,Mgr,11.0,0.0,0.0,248.1884191,0.0,20.0,30.0801582,0.7950062945866555
2623,0,81461.0,93548.0,Other,2.0,0.0,0.0,160.1036,0.0,22.0,41.00736353,0.8707936032838757
2624,1,45351.0,65481.0,Other,4.0,0.0,0.0,91.71529252,9.0,18.0,39.07015305,0.6925825812067623
2625,0,,53238.0,Other,,,,350.9611645,,16.0,34.05584767,
2626,0,73505.0,109656.0,Other,5.0,0.0,0.0,81.96415129,2.0,13.0,36.46121054,0.6703235573064857
2627,0,72645.0,106343.0,Other,5.0,0.0,0.0,80.77214991,2.0,13.0,34.47559678,0.6831197163894192
2628,0,49533.0,63607.0,Other,2.0,0.0,0.0,180.5232928,0.0,14.0,36.37718295,0.7787350448849969
2629,0,68043.0,80686.0,Office,4.0,0.0,0.0,119.6724909,1.0,20.0,21.41822746,0.8433061497657586
2630,0,,57940.0,Office,0.0,0.0,0.0,86.89492992,1.0,8.0,38.85034854,
2631,0,96763.0,114896.0,Office,2.0,0.0,0.0,144.52965,0.0,21.0,36.37170403,0.8421790140648935
2632,1,54000.0,77542.0,ProfExe,13.0,1.0,1.0,122.5666667,1.0,26.0,,0.6963967914162648
2633,0,,65961.0,,0.0,0.0,0.0,,0.0,0.0,1.603507978,
2634,0,38549.0,59853.0,,5.0,0.0,0.0,104.1832474,2.0,9.0,29.14186281,0.6440612834778541
2635,1,,,,0.0,0.0,0.0,,0.0,0.0,,
2636,0,60264.0,87110.0,ProfExe,5.0,0.0,0.0,111.399385,0.0,13.0,26.06204325,0.691814946619217
2637,0,53549.0,99812.0,ProfExe,4.0,0.0,0.0,127.1221472,2.0,21.0,37.95710368,0.5364986174007134
2638,0,44959.0,68483.0,Mgr,27.0,1.0,0.0,279.9479886,1.0,17.0,37.18094785,0.6564986931063184
2639,0,101378.0,143229.0,ProfExe,12.0,0.0,0.0,129.5373152,4.0,21.0,36.77621277,0.707803587262356
2640,0,45579.0,54065.0,Other,,0.0,0.0,79.75739031,0.0,15.0,41.44733187,0.8430407842411911
2641,0,26196.0,45657.0,Other,9.0,0.0,0.0,86.71659339,1.0,12.0,29.32175447,0.5737564885997766
2642,0,127045.0,163833.0,Office,4.0,0.0,0.0,135.9752767,0.0,21.0,25.86181234,0.7754542735590509
2643,0,44700.0,76456.0,Mgr,5.0,0.0,0.0,134.5043482,0.0,9.0,29.38399653,0.5846499947682328
2644,0,39679.0,62674.0,,5.0,1.0,0.0,95.59910086,1.0,9.0,28.50559056,0.6331014455755177
2645,0,,32289.0,Other,13.0,,,81.95405483,1.0,9.0,33.53470838,
2646,0,81298.0,108947.0,ProfExe,9.0,0.0,0.0,194.4434657,1.0,35.0,42.24594075,0.7462160500059662
2647,0,,98114.0,Other,,0.0,0.0,198.0753807,1.0,10.0,31.54584266,
2648,1,58000.0,77000.0,Other,0.9,1.0,0.0,127.8666667,3.0,26.0,,0.7532467532467533
2649,0,5076.0,66536.0,Sales,2.0,0.0,0.0,323.1020042,0.0,5.0,40.25292875,0.07628952747384875
2650,0,44414.0,60098.0,,4.0,1.0,0.0,105.749642,2.0,9.0,27.37526941,0.7390262571133814
2651,0,59544.0,86360.0,ProfExe,5.0,0.0,0.0,120.1367083,0.0,12.0,27.61633383,0.6894858730893932
2652,0,87116.0,105971.0,Other,21.0,0.0,0.0,147.9466798,4.0,24.0,27.96155021,0.8220739636315596
2653,0,47453.0,73068.0,ProfExe,20.0,0.0,0.0,196.6996956,0.0,16.0,22.38385656,0.6494361416762467
2654,0,137128.0,184660.0,Mgr,11.0,0.0,0.0,254.3560201,0.0,21.0,28.81503564,0.7425972056752952
2655,0,102925.0,114520.0,Office,3.0,0.0,0.0,137.3893727,0.0,22.0,36.44647661,0.8987513098148795
2656,0,85303.0,131022.0,ProfExe,14.0,0.0,0.0,295.495733,0.0,18.0,29.60992004,0.6510586008456595
2657,0,49428.0,62696.0,Mgr,27.0,0.0,0.0,265.3953128,1.0,16.0,38.50079645,0.7883756539492153
2658,0,69320.0,89644.0,Other,11.0,0.0,0.0,91.74348238,2.0,11.0,31.11492975,0.773280978091116
2659,0,,67103.0,,1.0,0.0,0.0,,0.0,0.0,3.688958496,
2660,1,105328.0,113931.0,ProfExe,3.0,0.0,0.0,138.1335045,2.0,32.0,61.89063458,0.9244893839253583
2661,0,47200.0,74510.0,ProfExe,17.0,0.0,0.0,174.5215618,0.0,23.0,41.86337612,0.6334720171789021
2662,0,20005.0,39605.0,Mgr,8.0,0.0,0.0,96.73490299,0.0,10.0,21.74161074,0.505112990783992
2663,0,142766.0,177998.0,Mgr,12.0,0.0,0.0,260.3834391,0.0,21.0,27.53327222,0.8020651917437275
2664,1,96341.0,118734.0,Other,1.0,1.0,,90.7327804,1.0,26.0,39.14005597,0.8114019573163542
2665,0,34854.0,63519.0,ProfExe,6.0,0.0,0.0,275.4796976,0.0,15.0,20.78514557,0.5487177065130119
2666,0,41049.0,50892.0,ProfExe,1.0,0.0,0.0,276.1673578,1.0,34.0,38.37983372,0.8065904267861354
2667,0,43961.0,62171.0,Other,,0.0,0.0,124.8068459,1.0,18.0,39.58005434,0.7070981647391871
2668,0,90108.0,118941.0,Mgr,2.0,0.0,2.0,170.9389426,0.0,25.0,41.15750106,0.7575856937473201
2669,0,40341.0,58834.0,Other,,0.0,0.0,100.0144552,0.0,15.0,41.10267691,0.6856749498589251
2670,0,7879.0,95124.0,Other,13.0,0.0,1.0,270.2858992,0.0,22.0,29.16014082,0.08282872881712292
2671,0,65000.0,92000.0,Office,1.0,0.0,0.0,152.1333333,4.0,20.0,,0.7065217391304348
2672,0,102699.0,121925.0,Office,2.0,0.0,0.0,155.9201487,0.0,22.0,36.74563904,0.8423128972729137
2673,0,,100320.0,Other,,0.0,0.0,190.256476,0.0,9.0,33.79999228,
2674,0,77636.0,95682.0,ProfExe,10.0,1.0,1.0,335.8413218,,41.0,37.98254375,0.8113960828577998
2675,0,71233.0,84439.0,Other,1.0,0.0,0.0,242.9833214,2.0,26.0,32.21005036,0.8436030744087448
2676,0,8723.0,66817.0,Sales,0.0,0.0,0.0,309.5026335,0.0,5.0,37.7638359,0.13055060837810736
2677,0,64028.0,95482.0,Office,2.0,0.0,0.0,174.1643955,0.0,24.0,24.86160353,0.6705766531911774
2678,0,53433.0,114245.0,Office,2.0,,3.0,155.3674866,1.0,24.0,36.95461516,0.46770537003807605
2679,0,59745.0,81269.0,,8.0,,,,,,26.98558122,0.7351511646507278
2680,0,65298.0,94301.0,Office,1.0,0.0,0.0,150.4998679,4.0,19.0,31.35764214,0.692442285871836
2681,0,22057.0,44461.0,Office,1.0,0.0,0.0,210.2754761,0.0,16.0,40.43225224,0.496097703605407
2682,0,22079.0,168281.0,Self,8.0,0.0,0.0,301.4910256,0.0,27.0,27.7711227,0.13120316613283733
2683,0,57840.0,86903.0,Other,0.0,0.0,0.0,110.8272244,4.0,11.0,38.82617752,0.6655696581245757
2684,0,14695.0,48095.0,ProfExe,1.0,0.0,0.0,301.6576658,0.0,16.0,19.01244637,0.3055411165401809
2685,0,83039.0,99630.0,ProfExe,8.0,1.0,2.0,354.4602994,,42.0,38.26595101,0.833473853257051
2686,0,,92320.0,Office,28.0,0.0,0.0,325.9984486,0.0,15.0,15.33556026,
2687,0,62094.0,96938.0,ProfExe,9.0,0.0,0.0,,0.0,15.0,25.40714251,0.6405537560089954
2688,0,82439.0,99896.0,ProfExe,1.0,0.0,0.0,281.2003291,1.0,21.0,39.4088714,0.8252482581885161
2689,0,83004.0,121108.0,,,,,,,,36.82339319,0.6853717343197807
2690,0,39065.0,54970.0,Other,,0.0,0.0,73.75669023,0.0,15.0,41.82308472,0.7106603601964708
2691,0,79541.0,94973.0,Other,5.0,2.0,0.0,76.2075921,0.0,20.0,22.90250662,0.8375117138555168
2692,0,81500.0,102000.0,ProfExe,3.5,0.0,0.0,123.7666667,1.0,25.0,,0.7990196078431373
2693,0,101000.0,112500.0,Other,1.0,0.0,0.0,129.8666667,2.0,21.0,,0.8977777777777778
2694,0,42100.0,65000.0,Other,7.0,0.0,0.0,95.33333333,3.0,15.0,,0.6476923076923077
2695,1,21383.0,38480.0,Mgr,20.0,0.0,1.0,182.6,4.0,31.0,,0.5556912681912682
2696,1,96700.0,,Other,5.0,0.0,1.0,225.1666667,0.0,24.0,,
2697,0,101311.0,113253.0,Other,0.0,0.0,0.0,140.0757712,1.0,21.0,40.66746229,0.8945546696334755
2698,0,127172.0,156578.0,Mgr,,0.0,0.0,213.2860218,0.0,19.0,36.29035353,0.8121958384958295
2699,0,88251.0,103063.0,Other,18.0,0.0,0.0,127.5661883,3.0,23.0,28.17177747,0.8562820798928811
2700,0,59083.0,96073.0,ProfExe,8.0,0.0,0.0,194.0054867,0.0,19.0,20.48797965,0.6149802754155694
2701,0,109767.0,117552.0,ProfExe,0.0,0.0,0.0,125.9425923,0.0,30.0,37.68939304,0.9337739893834218
2702,0,54412.0,95123.0,ProfExe,6.0,0.0,0.0,134.2426479,2.0,22.0,35.08572068,0.5720172828863682
2703,0,53736.0,102094.0,Other,0.0,0.0,2.0,33.44969444,1.0,10.0,40.1048096,0.5263384723881913
2704,0,,53184.0,Office,1.0,0.0,0.0,81.62597086,1.0,9.0,39.00782276,
2705,0,84989.0,98781.0,Office,,0.0,0.0,184.5457457,0.0,25.0,43.0169776,0.8603780079165022
2706,0,33113.0,57991.0,Other,4.0,0.0,0.0,122.5788363,1.0,16.0,40.56988842,0.5710023969236606
2707,0,24025.0,42722.0,Office,2.0,0.0,0.0,207.962141,0.0,15.0,37.1228372,0.5623566312438556
2708,1,78375.0,108175.0,Other,6.0,1.0,0.0,82.10483648,0.0,20.0,22.50324916,0.724520452969725
2709,0,77069.0,104534.0,ProfExe,0.0,0.0,0.0,276.9242472,2.0,21.0,39.24459954,0.7372625174584346
2710,1,49421.0,67343.0,Other,4.0,0.0,0.0,57.92941509,6.0,22.0,42.92961419,0.733869889966292
2711,0,103934.0,113696.0,Office,4.0,0.0,0.0,265.5863519,1.0,34.0,26.75040396,0.9141394596115958
2712,0,32131.0,47338.0,Other,9.0,0.0,0.0,93.3731422,1.0,11.0,31.40918636,0.6787570239553847
2713,0,100848.0,129454.0,ProfExe,10.0,0.0,0.0,174.8965193,2.0,31.0,28.06559087,0.7790257543219985
2714,0,48275.0,69427.0,ProfExe,17.0,0.0,0.0,202.5462196,0.0,15.0,23.16004059,0.6953346680686189
2715,0,32855.0,69663.0,ProfExe,7.0,0.0,0.0,256.2275509,1.0,16.0,23.3103728,0.4716276933235721
2716,0,10074.0,57135.0,ProfExe,4.0,0.0,0.0,310.3667568,0.0,16.0,17.60120617,0.1763192438960357
2717,0,50402.0,65561.0,Mgr,25.0,0.0,0.0,282.6229052,0.0,16.0,38.09790247,0.7687802199478349
2718,1,180017.0,206148.0,Mgr,2.0,0.0,2.0,196.0336579,1.0,49.0,36.41734258,0.8732415546112502
2719,0,59518.0,91172.0,Office,2.0,0.0,0.0,159.0035106,0.0,25.0,24.9904907,0.6528100732681086
2720,1,63456.0,96794.0,ProfExe,3.0,0.0,0.0,85.52936247,0.0,28.0,37.362645,0.655577825071802
2721,0,25822.0,43334.0,Office,1.0,0.0,0.0,211.0166419,0.0,15.0,40.52940513,0.5958831402593806
2722,0,104451.0,119195.0,Office,5.0,0.0,0.0,264.7616522,0.0,34.0,29.96327278,0.876303536222157
2723,0,58085.0,91192.0,ProfExe,10.0,0.0,0.0,191.344217,0.0,19.0,21.36431232,0.6369528028774454
2724,0,,43899.0,Other,0.0,0.0,0.0,324.5517414,1.0,9.0,27.77956059,
2725,0,34574.0,69751.0,ProfExe,6.0,0.0,0.0,254.0561961,1.0,16.0,22.72101357,0.4956774813264326
2726,0,110900.0,126400.0,,16.0,0.0,0.0,179.5666667,1.0,18.0,,0.877373417721519
2727,0,47749.0,74451.0,Mgr,3.0,0.0,0.0,133.8993123,1.0,8.0,27.92203478,0.641348000698446
2728,0,,55421.0,Office,2.0,0.0,0.0,81.27851127,2.0,9.0,38.72389503,
2729,0,73793.0,86176.0,Other,2.0,1.0,0.0,229.3693761,3.0,26.0,30.95851999,0.8563056999628667
2730,0,30703.0,57184.0,Other,10.0,0.0,0.0,122.8043265,0.0,10.0,18.15090215,0.5369159205372132
2731,0,28669.0,43078.0,Mgr,14.0,1.0,0.0,108.1988949,1.0,17.0,24.67417485,0.6655137192998747
2732,0,101981.0,145125.0,Office,3.0,,,105.5525696,3.0,15.0,32.6994401,0.7027114556416882
2733,0,7839.0,48276.0,ProfExe,4.0,0.0,0.0,315.1783185,0.0,16.0,18.30195947,0.16237882177479493
2734,0,39452.0,56834.0,Other,7.0,1.0,0.0,120.0565557,1.0,15.0,39.90893415,0.6941619453144244
2735,0,50121.0,67755.0,Other,3.0,0.0,0.0,168.748032,0.0,14.0,37.56086276,0.7397387646668142
