idx,DEFAULT,OUTSTANDING MORTGAGE,PROPERTY VALUE,LTV RATIO,missing_mortgage,missing_property_value,predicted_probability,dataset,LGD,RWA_IRB,EL
2706,0,33113.0,57991.0,0.5710023969236606,0,0,0.0959045833354817,Training,0.45,66550.06491167116,1429.0598105945123
2707,0,24025.0,42722.0,0.5623566312438556,0,0,0.073269166305243,Training,0.45,42943.48016248758,792.1312742175584
2709,0,77069.0,104534.0,0.7372625174584346,0,0,0.0190259173774813,Training,0.45,65716.4216770368,659.8387918642978
2711,0,103934.0,113696.0,0.9141394596115958,0,0,0.008375743780809,Training,0.45,52051.29714550817,391.7360493515712
2712,0,32131.0,47338.0,0.6787570239553847,0,0,0.1796362552924711,Test,0.45,79474.26200613756,2597.351633461075
2713,0,100848.0,129454.0,0.7790257543219985,0,0,0.0208904915234831,Test,0.45,91078.94191698868,948.0439301221006
2714,0,48275.0,69427.0,0.6953346680686189,0,0,0.0118487140684304,Test,0.45,30448.496771587335,257.3985022440649
2715,0,32855.0,69663.0,0.4716276933235721,0,0,0.008375743780809,Training,0.45,16454.147513957618,123.83327786331589
2716,0,10074.0,57135.0,0.1763192438960357,0,0,0.0190259173774813,Training,0.45,8590.058674362826,86.25019124733598
2717,0,50402.0,65561.0,0.7687802199478349,0,0,0.0190259173774813,Test,0.45,42977.579641178796,431.52492944691556
2719,0,59518.0,91172.0,0.6528100732681086,0,0,0.0208904915234831,Training,0.45,53752.54308479427,559.5121235226003
2721,0,25822.0,43334.0,0.5958831402593806,0,0,0.1461632969148715,Test,0.45,60396.46386622142,1698.4028938211154
2722,0,104451.0,119195.0,0.876303536222157,0,0,0.008375743780809,Test,0.45,52310.21646569432,393.6846661421764
2723,0,58085.0,91192.0,0.6369528028774454,0,0,0.0118487140684304,Test,0.45,36635.95929523875,309.7046504991509
2724,0,30015.99059152592,43899.0,0.6837511239783576,1,0,0.0236797208877591,Training,0.45,29244.65241264214,319.84662571962167
2725,0,34574.0,69751.0,0.4956774813264326,0,0,0.008375743780809,Training,0.45,17315.041733299975,130.31233446496068
2726,0,110900.0,126400.0,0.877373417721519,0,0,0.4534831721179381,Training,0.45,265617.79594952485,22631.077704545703
2727,0,47749.0,74451.0,0.641348000698446,0,0,0.0208904915234831,Test,0.45,43123.5958828563,448.87503588965757
2728,0,37894.17104200456,55421.0,0.6837511239783576,1,0,0.0708538629594606,Test,0.45,66691.15894013148,1208.226780887648
2729,0,73793.0,86176.0,0.8563056999628667,0,0,0.0416971016455334,Test,0.45,99351.81938455829,1384.6293997779806
2730,0,30703.0,57184.0,0.5369159205372132,0,0,0.0467042987718078,Training,0.45,43916.70866010061,645.2829383358668
2731,0,28669.0,43078.0,0.6655137192998747,0,0,0.0870598675722781,Training,0.45,55328.74546373591,1123.1637045433383
2732,0,101981.0,145125.0,0.7027114556416882,0,0,0.0203566065762742,Test,0.45,90654.87983154666,934.1941928647589
2733,0,7839.0,48276.0,0.16237882177479493,0,0,0.0527544009894208,Training,0.45,11943.888616622675,186.09378721023134
2734,0,39452.0,56834.0,0.6941619453144244,0,0,0.0467042987718078,Training,0.45,56431.03247429532,829.1600978154127
2735,0,50121.0,67755.0,0.7397387646668142,0,0,0.0467042987718078,Training,0.45,71691.6703498975,1053.3897714338004
2737,0,56206.0,137388.0,0.4091041430110344,0,0,0.0559488203424785,Training,0.45,88225.6687310854,1415.096728276206
2738,0,158506.0,179499.0,0.8830467022100401,0,0,0.0304540874895131,Test,0.45,179050.6593619772,2172.2200162257436
2739,0,59316.0,80837.0,0.7337729010230464,0,0,0.0718598394822636,Training,0.45,105077.955245942,1918.0972074284764
2740,0,127793.0,158580.0,0.8058582418968344,0,0,0.0267956112757076,Training,0.45,133995.93022970948,1540.9311982904255
2741,0,36650.0,62963.0,0.5820878928894748,0,0,0.008375743780809,Training,0.45,18354.725502558107,138.13695430499243
2742,0,74761.0,92729.0,0.806231060401816,0,0,0.0190259173774813,Training,0.45,63748.39949911051,640.0784740760457
2743,0,25448.0,39188.0,0.6493824640195979,0,0,0.073269166305243,Test,0.45,45487.02115192441,839.0491848611207
2744,0,93730.0,106841.0,0.8772849374303872,0,0,0.0083770325646494,Training,0.45,46945.90115391342,353.33066802806474
2745,0,88929.0,115249.0,0.7716249164851756,0,0,0.1947841721316737,Training,0.45,223916.48805150544,7794.882739573925
2746,0,79185.0,88693.0,0.8927987552568973,0,0,0.0559488203424785,Training,0.45,124295.44138474535,1993.638302468622
2747,0,98646.0,115669.0,0.8528300581832643,0,0,0.0467042987718078,Test,0.45,141100.46713625005,2073.236515489689
2748,0,71412.0,93723.0,0.7619474408629685,0,0,0.0776040388779596,Training,0.45,131027.99358670118,2493.836830958783
2749,0,97596.0,119326.0,0.8178938370514389,0,0,0.1042096148778931,Test,0.45,202780.5413484016,4576.698708130285
2750,0,52051.0,88200.0,0.5901473922902495,0,0,0.3180226123901646,Test,0.45,136353.7611947808,7449.027748884207
2754,0,28269.0,52822.0,0.5351747377986446,0,0,0.0467042987718078,Training,0.45,40435.18343850387,594.1277198911057
2755,0,25751.0,43531.0,0.591555443247341,0,0,0.073269166305243,Training,0.45,46028.61842514954,849.0394356868405
2756,0,46846.0,70082.0,0.6684455352301589,0,0,0.0467042987718078,Training,0.45,67007.202354528,984.5593111188487
2757,0,46125.0,63276.0,0.7289493646880334,0,0,0.0190259173774813,Training,0.45,39330.59920140811,394.9066975663462
2759,0,20800.0,173566.0,0.11983913900187824,0,0,0.008375743780809,Training,0.45,10416.87013514894,78.39696178837225
2761,0,116543.0,133986.0,0.8698147567656322,0,0,0.0467042987718078,Training,0.45,166699.8331555257,2449.3765912932586
2762,0,17727.0,39746.0,0.4460071453731193,0,0,0.1461632969148715,Training,0.45,41462.633218050774,1165.9665439844673
2763,0,96426.0,122322.0,0.7882964634325795,0,0,0.0562609926136271,Training,0.45,151781.5198366344,2441.260113192723
2764,0,45699.87387334149,66837.0,0.6837511239783576,1,0,0.0321424601431243,Validation,0.45,53243.59814147985,661.0078685338589
2765,0,83758.0,106992.0,0.7828435770898758,0,0,0.0467042987718078,Training,0.45,119805.09018508637,1760.3363954380852
2766,0,102572.0,112721.0,0.9099635382936632,0,0,0.008375743780809,Training,0.45,51369.19247608159,386.6025559883134
2767,0,49151.0,62005.0,0.7926941375695509,0,0,0.0267956112757076,Test,0.45,51536.73492852074,592.6639904155369
2768,0,102881.0,117868.0,0.8728492890351919,0,0,0.0190259173774813,Training,0.45,87726.20870330771,880.8324325706942
2769,0,104458.0,137583.0,0.7592362428497706,0,0,0.040301282019472,Training,0.45,138062.6935982386,1894.4060927355029
2770,0,27599.0,47615.0,0.5796282684028142,0,0,0.0870598675722781,Training,0.45,53263.73595359613,1081.2443783072865
2771,0,75701.0,106389.0,0.7115491263194503,0,0,0.040301282019472,Training,0.45,100054.4139087505,1372.8813075702224
2772,0,62622.0,106824.0,0.5862165805436981,0,0,0.0190259173774813,Training,0.45,53397.5237548093,536.1484491056852
2773,0,76724.0,96942.0,0.791442305708568,0,0,0.0467042987718078,Training,0.45,109743.8541913676,1612.5032785356818
2774,0,89312.0,110431.0,0.8087584102290117,0,0,0.0708538629594606,Training,0.45,157183.03431571624,2847.645093885905
2775,0,105959.0,121747.0,0.8703212399484176,0,0,0.0467042987718078,Training,0.45,151560.77689201708,2226.9333571028924
2776,0,58728.0,92443.0,0.6352887725409171,0,0,0.0208904915234831,Training,0.45,53039.06969797032,552.085553786002
2779,0,92789.0,123455.0,0.7516017982260743,0,0,0.0467042987718078,Training,0.45,132722.7788770503,1950.1403304317735
2780,0,68056.0,103179.0,0.6595915835586699,0,0,0.0190259173774813,Test,0.45,58031.07337129606,582.6725248688402
2781,0,47537.0,66581.0,0.7139724546041664,0,0,0.1075492138920143,Test,0.45,99986.23613734744,2300.6551413531074
2783,0,51990.0,141518.0,0.3673737616416286,0,0,0.0297385843365677,Training,0.45,57928.83511116694,695.7490498461697
2785,0,80200.0,88545.0,0.9057541363148681,0,0,0.0559488203424785,Training,0.45,125888.67082220847,2019.1929261600494
2786,0,64625.0,93272.0,0.6928660262458187,0,0,0.0208904915234831,Training,0.45,58364.83243480677,607.521606617293
2787,0,64793.0,99157.0,0.653438486440695,0,0,0.0190259173774813,Training,0.45,55248.72659201812,554.7358190876157
2788,0,135886.0,181894.0,0.7470614753647729,0,0,0.0190259173774813,Training,0.45,115869.43746520419,1163.4101139403908
2789,0,75764.0,97122.0,0.7800910195424312,0,0,0.0810460454146051,Training,0.45,141730.59949265773,2763.1676631564633
2790,0,35873.0,52800.0,0.6794128787878788,0,0,0.0208904915234831,Training,0.45,32398.013677892817,337.2320710898592
2791,0,46423.0,72198.0,0.642995650849054,0,0,0.0162443323124748,Validation,0.45,35862.042971793526,339.34978752390793
2792,0,48093.0,65686.0,0.7321651493468928,0,0,0.0467042987718078,Training,0.45,68790.87612253586,1010.7674283746488
2793,0,111367.0,127421.0,0.8740082090079343,0,0,0.0562609926136271,Test,0.45,175299.73782637945,2819.5280839808142
2795,0,85384.0,101302.0,0.8428658861621686,0,0,0.0959045833354817,Training,0.45,171603.62221538762,3684.9226245825466
2796,0,95128.0,122248.0,0.7781558798507952,0,0,0.0467042987718078,Training,0.45,136068.41876748367,1999.2989401040395
2797,0,19280.414193941728,28198.0,0.6837511239783576,1,0,0.0363836366509236,Training,0.45,24087.486360885934,315.6712130302586
2798,0,79346.0,93472.0,0.8488745292707977,0,0,0.0559488203424785,Training,0.45,124548.16053689468,1997.6917945024345
2799,0,64185.0,84000.0,0.7641071428571429,0,0,0.9442437380739056,Training,0.45,19680.412762200667,27272.827947723134
2802,0,16804.0,34294.0,0.4899982504228145,0,0,0.0577299028000201,Test,0.45,26793.439820255844,436.541978993192
2803,0,122646.0,204282.0,0.6003759508914148,0,0,0.0118487140684304,Training,0.45,77356.52687826204,653.9388235365217
2804,0,87754.0,103045.0,0.8516085205492746,0,0,0.0612061348722475,Training,0.45,144015.66689495556,2416.9874218106434
2805,0,37303.41007088726,54557.0,0.6837511239783577,1,0,0.1417125026045784,Test,0.45,86421.67131414902,2378.8618185736204
2806,0,99618.0,131710.0,0.7563434818920355,0,0,0.0047251656534692,Training,0.45,33579.46381484843,211.82019843028263
2807,0,81709.0,111127.0,0.735275855552656,0,0,0.0467042987718078,Validation,0.45,116874.2581476781,1717.2726967555398
2808,0,40314.0,60640.0,0.6648087071240105,0,0,0.008375743780809,Test,0.45,20189.697241749727,151.94688065079032
2809,0,46124.0,67964.0,0.6786534047436878,0,0,0.0208904915234831,Training,0.45,41656.00822008553,433.59886396311055
2810,0,74587.0,93180.0,0.800461472418974,0,0,0.0559488203424785,Training,0.45,117078.03354882871,1877.874598298
2811,0,58410.0,89082.0,0.65568801778137,0,0,0.0267956112757076,Validation,0.45,61245.15650088292,704.3092445763364
2813,0,83830.0,122719.0,0.6831053056168971,0,0,0.0346090512482412,Training,0.45,101842.25860180367,1305.574544763027
2814,0,91095.0,109401.0,0.8326706337236406,0,0,0.0083770325646494,Training,0.45,45626.12680695341,343.3976016645317
2815,0,51281.0,144202.0,0.35561920084326154,0,0,0.1137258870704558,Test,0.45,110161.39805714854,2624.38974668702
2816,0,9407.0,60165.0,0.15635336158896368,0,0,0.040301282019472,Training,0.45,12433.281880551327,170.60137198072792
2817,0,61073.0,90897.0,0.6718923616841039,0,0,0.0118487140684304,Test,0.45,38520.580907947246,325.63643143556243
2818,0,25344.0,79736.0,0.317848901374536,0,0,0.040301282019472,Test,0.45,33497.29945579811,459.6280611756743
2819,0,20782.61541332218,30395.0,0.6837511239783576,1,0,0.0363836366509236,Training,0.45,25964.222566817785,340.26620753438937
2820,0,89765.0,111792.0,0.8029644339487619,0,0,0.1947841721316737,Training,0.45,226021.47274728588,7868.16054512986
2821,0,30183.509616900617,44144.0,0.6837511239783576,1,0,0.0236797208877591,Training,0.45,29407.866605245552,321.6316874135397
2825,0,51163.0,157644.0,0.3245477151049199,0,0,0.0118487140684304,Test,0.45,32270.045371822325,272.79709104739703
2826,0,101246.0,142340.0,0.7112968947590277,0,0,0.0129783827280068,Training,0.45,67756.74410533035,591.3042019558994
2827,0,78905.0,97628.0,0.8082210021715082,0,0,0.0959045833354817,Test,0.45,158582.2145941296,3405.3080166387826
2829,0,24939.0,39285.0,0.6348224513172966,0,0,0.073269166305243,Training,0.45,44577.20923089606,822.2668823189048
2830,0,103537.0,111139.0,0.9315991686086792,0,0,0.008375743780809,Training,0.45,51852.475153024796,390.2397227251297
2831,0,102552.0,138171.0,0.742210738867056,0,0,0.1889808994599582,Training,0.45,256580.96004062606,8721.166140637935
2832,0,58388.0,100944.0,0.5784197178633698,0,0,0.5505882689479703,Training,0.45,122807.57243740732,14466.486531300341
2833,0,66035.9998027058,96579.0,0.6837511239783577,1,0,0.0190259173774813,Training,0.45,56308.62744941978,565.3779642835434
2834,0,71820.0,89739.0,0.8003209306990272,0,0,0.0467042987718078,Validation,0.45,102729.31035952271,1509.4362320060563
2835,0,94363.0,128434.0,0.7347197782518647,0,0,0.0033331318972864,Test,0.45,24785.243690920997,141.53594635063646
2836,0,41661.0,80457.0,0.5178045415563592,0,0,0.0208904915234831,Test,0.45,37625.33514996495,391.6434453119233
2837,0,66079.07612351644,96642.0,0.6837511239783577,1,0,0.0190259173774813,Test,0.45,56345.35845232221,565.7467692178445
2838,0,20665.0,43790.0,0.4719113952957296,0,0,0.0870598675722781,Training,0.45,39881.70236171832,809.5914735215072
2840,0,46716.0,60231.0,0.7756138865368332,0,0,0.0118487140684304,Training,0.45,29465.188507125302,249.08603688935756
2842,0,74575.0,95815.0,0.7783228095809633,0,0,0.0810460454146051,Training,0.45,139506.35469569915,2719.803976557379
2843,0,95120.0,114674.0,0.829481835464011,0,0,0.008375743780809,Test,0.45,47637.14842573881,358.5153367937485
2844,0,46731.0,71521.0,0.653388515261252,0,0,0.0562609926136271,Training,0.45,73557.98439721405,1183.1096006223336
2845,0,96854.0,156450.0,0.6190731863215084,0,0,0.0562609926136271,Test,0.45,152455.22288861292,2452.0959803701076
2846,0,65827.0,97935.0,0.6721498953387451,0,0,0.130211724916821,Training,0.45,148360.74969090414,3857.15124724481
2847,0,52012.0,105877.0,0.49124927982470223,0,0,0.4491098203042564,Test,0.45,125144.98102917275,10511.594988149243
2848,0,50715.0,70467.0,0.7196985823151262,0,0,0.0033331318972864,Test,0.45,13320.725642307454,76.0679028768959
2849,0,49516.0,105352.0,0.47000531551370645,0,0,0.4491098203042564,Training,0.45,119139.40784127735,10007.154837983502
2850,0,94108.0,113888.0,0.8263205956729418,0,0,0.0467042987718078,Training,0.45,134609.43942236094,1977.8616669677801
2851,0,38514.0,50309.0,0.7655489077501043,0,0,0.0708538629594606,Training,0.45,67782.01567130392,1227.9895551092995
2852,0,79660.0,96393.0,0.8264085566379301,0,0,0.0810460454146051,Test,0.45,149018.78934038745,2905.257589977349
2853,0,102564.0,120724.0,0.8495742354461416,0,0,0.0467042987718078,Training,0.45,146704.66426780963,2155.580864654263
2854,0,38860.0,68912.0,0.5639075922916182,0,0,0.008375743780809,Training,0.45,19461.517954417683,146.466631495007
2855,0,101412.0,119751.0,0.8468572287496555,0,0,0.0190259173774813,Training,0.45,86473.59840028618,868.2553498883101
2856,0,97478.0,120514.0,0.8088520835753522,0,0,0.1042096148778931,Training,0.45,202535.36630148257,4571.165177580268
2857,0,48563.0,64679.0,0.7508310270721563,0,0,0.0208904915234831,Training,0.45,43858.74441054578,456.5272229347094
2858,0,42623.0,66458.0,0.641352433115652,0,0,0.0467042987718078,Training,0.45,60966.74179133858,895.8047969478439
2859,0,69548.0,89775.0,0.7746922862712337,0,0,0.0267956112757076,Training,0.45,72923.78264549572,838.6115278513105
2862,0,107336.0,120451.0,0.8911175498750529,0,0,0.0467042987718078,Training,0.45,153530.39900793275,2255.873675836843
2863,0,112973.0,129878.0,0.8698393877331033,0,0,0.0467042987718078,Training,0.45,161593.40544759622,2374.3461353163493
2865,0,68304.0,92271.0,0.7402542510647983,0,0,0.2735319976564649,Training,0.45,179429.88875249922,8407.498305567231
2866,0,68079.0,90212.0,0.754655699906886,0,0,0.0190259173774813,Training,0.45,58050.68537740191,582.8694431136972
2867,0,71841.0,96424.0,0.7450530988135734,0,0,0.0129783827280068,Training,0.45,48078.069783211555,419.57099710323143
2868,0,88000.0,109500.0,0.8036529680365296,0,0,0.4534831721179381,Training,0.45,210769.75693019104,17957.933615870348
2869,0,58518.0,82095.0,0.7128083318107071,0,0,0.0953081833696278,Training,0.45,117308.32137002429,2509.759923490746
2870,0,90017.0,114267.0,0.7877777486063343,0,0,0.0562609926136271,Test,0.45,141693.28885502167,2279.000597445392
2871,0,19639.0,171350.0,0.11461336445871025,0,0,0.008375743780809,Training,0.45,9835.42848962452,74.02105445008858
2872,0,94078.0,118359.0,0.7948529473888762,0,0,0.0467042987718078,Training,0.45,134566.52826515146,1977.2311589343606
2873,0,16744.0,52234.0,0.3205574912891986,0,0,0.0190259173774813,Training,0.45,14277.540445059674,143.35648225584612
2874,0,56295.0,77146.0,0.7297202706556399,0,0,0.0267956112757076,Training,0.45,59027.49675085095,678.8065215446817
2875,0,35412.838213087096,51792.0,0.6837511239783576,1,0,0.0033331318972864,Validation,0.45,9301.482836477464,53.1160472796675
2876,0,71861.0,95315.0,0.7539317001521272,0,0,0.0190259173774813,Training,0.45,61275.58133793796,615.2496518984327
2877,0,32918.0,52482.0,0.6272245722342898,0,0,0.040301282019472,Test,0.45,43507.89549739434,596.9869206826407
2878,0,74459.0,103255.0,0.7211176214226914,0,0,0.1799389347150918,Test,0.45,184243.20755655324,6029.132912977959
2879,0,20648.0,167020.0,0.12362591306430368,0,0,0.008375743780809,Training,0.45,10340.746853392082,77.82406091376491
2880,0,82097.0,100225.0,0.8191269643302569,0,0,0.0467042987718078,Test,0.45,117429.24244758753,1725.4272673210974
2881,0,133193.0,160919.0,0.8277021358571703,0,0,0.0267956112757076,Training,0.45,139658.0402297911,1606.044533690395
2882,0,88093.0,106943.0,0.8237378790570677,0,0,0.0562609926136271,Test,0.45,138664.7732662211,2230.2898300405136
2884,0,31000.0,54000.0,0.5740740740740741,0,0,0.5636122783578326,Test,0.45,63796.2494643397,7862.391283091764
2885,0,101000.0,130000.0,0.7769230769230769,0,0,0.5636122783578326,Training,0.45,207852.29664188097,25616.17805136349
2886,0,62200.0,89200.0,0.6973094170403588,0,0,0.4534831721179381,Training,0.45,148975.89637565776,12692.993987581087
2887,0,90900.0,152300.0,0.5968483256730138,0,0,0.5636122783578326,Training,0.45,187067.06697769288,23054.56024622714
2888,0,42000.0,63400.0,0.6624605678233438,0,0,0.4534831721179381,Training,0.45,100594.65671668209,8570.83195302903
2889,0,38600.0,57822.0,0.6675659783473419,0,0,0.2472632650138446,Test,0.45,100755.11310946169,4294.96291329048
2890,0,96000.0,160050.0,0.5998125585754451,0,0,0.2472632650138446,Training,0.45,250582.66472819488,10681.773048598086
2891,0,65000.0,91000.0,0.7142857142857143,0,0,0.5636122783578326,Test,0.45,133766.3295220026,16485.659141966604
2892,0,16300.0,128200.0,0.12714508580343215,0,0,0.2472632650138446,Training,0.45,42546.84828197476,1813.67604887655
2898,0,63005.0,90908.0,0.6930633167598012,0,0,0.008375743780809,Training,0.45,31553.60109928168,237.47118160944197
2899,0,22824.980020645533,33382.0,0.6837511239783576,1,0,0.0363836366509236,Test,0.45,28515.797918259952,373.70510083609093
2900,0,98338.0,115759.0,0.8495063018858144,0,0,0.0190259173774813,Test,0.45,83852.41114944327,841.9367983800403
2901,0,84505.0,108652.0,0.7777583477524573,0,0,0.0033331318972864,Test,0.45,22195.95623391879,126.74983994108426
2902,0,71670.0,84124.0,0.8519566354429176,0,0,0.1075492138920143,Training,0.45,150746.0198153794,3468.6234718382993
2903,0,52546.0,63837.0,0.8231276532418503,0,0,0.0467042987718078,Training,0.45,75160.3222243314,1104.3558374685358
2904,0,77067.0,94613.0,0.8145497975965248,0,0,0.0860989974406603,Training,0.45,148025.0888731711,2985.926146091715
2905,0,31548.27686036142,46140.0,0.6837511239783576,1,0,0.0095117371175792,Test,0.45,17209.1465947938,135.03551220376414
2906,0,85228.0,91519.0,0.9312601754826867,0,0,0.0959045833354817,Training,0.45,171290.09550001236,3678.1901228323954
2907,0,62973.0,87698.0,0.7180665465575041,0,0,0.0208904915234831,Training,0.45,56872.86023856227,591.9916152187355
2908,0,140979.0,181166.0,0.7781758166543391,0,0,0.0118487140684304,Training,0.45,88919.70225503077,751.6889372939622
2909,0,57944.0,89778.0,0.6454142440241485,0,0,0.0208904915234831,Training,0.45,52331.01509636276,544.7153883765172
2910,0,65901.0,85627.0,0.7696287385988064,0,0,0.0321424601431243,Test,0.45,76779.34453049961,953.1991196514156
2911,0,66395.0,85782.0,0.7739968758014502,0,0,0.1684071915868574,Training,0.45,161624.0475669671,5031.627968434229
2912,0,69861.0,87086.0,0.8022070137565166,0,0,0.0562609926136271,Training,0.45,109966.28250997777,1768.7021422412715
2914,0,76644.0,103192.0,0.7427319947282736,0,0,0.0810460454146051,Training,0.45,143376.80253834615,2795.261897140647
2915,0,94089.0,159427.0,0.5901697955804224,0,0,0.0708538629594606,Training,0.45,165590.22881282947,2999.9561003967096
2917,0,63798.0,91045.0,0.7007304080399802,0,0,0.0190259173774813,Test,0.45,54400.29415396065,546.2169645818484
2918,0,59734.0,93756.0,0.6371218908656513,0,0,0.0267956112757076,Test,0.45,62633.42198979182,720.274069774403
2919,0,99844.0,114647.0,0.8708819245161235,0,0,0.0467042987718078,Training,0.45,142814.05268081574,2098.4148029575704
2920,0,107758.0,124610.0,0.8647620576197736,0,0,0.0467042987718078,Training,0.45,154134.0159526796,2264.7428221736095
2921,0,45973.0,64430.0,0.7135340679807544,0,0,0.0708538629594606,Training,0.45,80909.34741800008,1465.814088825877
2922,0,63152.0,85097.0,0.7421178184894884,0,0,0.0321424601431243,Test,0.45,73576.5643281606,913.4372893313637
2923,0,76981.0,106014.0,0.7261399437810101,0,0,0.0190259173774813,Training,0.45,65641.38443628397,659.0853655361497
2926,0,105719.0,116491.0,0.9075293370303286,0,0,0.0708538629594606,Training,0.45,186058.2363492387,3370.7697921950466
2927,0,47198.0,79384.0,0.5945530585508415,0,0,0.0033331318972864,Training,0.45,12396.955710650245,70.79272167965559
2928,0,41379.0,57862.0,0.7151325567730117,0,0,0.0190259173774813,Training,0.45,35283.7043762616,354.27304582325945
2929,0,54715.0,71673.0,0.7633976532306447,0,0,0.0118487140684304,Training,0.45,34510.39877488143,291.7360756143762
2930,0,49244.0,65523.0,0.751552889824947,0,0,0.0708538629594606,Training,0.45,86666.08453335644,1570.107432409055
2931,0,20324.502160256678,29725.0,0.6837511239783576,1,0,0.0363836366509236,Training,0.45,25391.890633283718,332.7656857693608
2932,0,26276.0,168105.0,0.15630706998602065,0,0,0.008375743780809,Training,0.45,13159.311522652573,99.03646961304179
2933,0,51041.0,72749.0,0.7016041457614538,0,0,0.1417125026045784,Validation,0.45,118247.86305496504,3254.916530448129
2934,0,72942.0,99544.0,0.7327613919472796,0,0,0.0810460454146051,Training,0.45,136451.52563477957,2660.2472900844564
2935,0,81145.0,92943.0,0.8730619842268917,0,0,0.0873943516660683,Validation,0.45,156860.4116891541,3191.226599674401
2936,0,68905.0,91572.0,0.752468003319792,0,0,0.0208904915234831,Validation,0.45,62230.23255582763,647.7566932915214
2937,0,43794.0,69458.0,0.6305105243456477,0,0,0.0467042987718078,Test,0.45,62641.70729441573,920.415627185648
2938,0,25329.0,37433.0,0.6766489461170625,0,0,0.073269166305243,Validation,0.45,45274.314632076916,835.1256210054748
2939,0,104896.0,137950.0,0.7603914461761507,0,0,0.0129783827280068,Training,0.45,70199.42940632452,612.6211955866506
2940,0,62258.0,92595.0,0.6723689184081214,0,0,0.0208904915234831,Validation,0.45,56227.12166694313,585.270099571055
2941,0,49552.0,82523.0,0.6004629012517723,0,0,0.0208904915234831,Validation,0.45,44751.94084037981,465.8245361872356
2942,0,68873.0,101797.0,0.6765720011395228,0,0,0.0267956112757076,Validation,0.45,72216.01889548553,830.4723609263143
2943,0,87248.0,116407.0,0.7495081910881648,0,0,0.008375743780809,Test,0.45,43694.763728436286,328.8451020246107
2944,0,49780.0,109050.0,0.4564878496102705,0,0,0.0400413129227557,Training,0.45,65562.76578198731,896.9654507826505
2945,0,65147.80709265791,95280.0,0.6837511239783576,1,0,0.0267956112757076,Training,0.45,68310.00926346797,785.5538914438416
2946,0,70703.0,87682.0,0.8063570630231974,0,0,0.1075492138920143,Training,0.45,148712.09486544956,3421.823431413189
2947,0,62783.0,94394.0,0.6651164268915397,0,0,0.0208904915234831,Training,0.45,56701.265373376766,590.2054781934778
2949,0,53600.0,73500.0,0.7292517006802721,0,0,0.1821386157630024,Training,0.45,133004.71319367894,4393.183412203617
2950,0,95465.0,114758.0,0.8318810017602258,0,0,0.0190259173774813,Training,0.45,81402.61577804717,817.3391410985635
2952,0,96049.0,129091.0,0.7440410253232216,0,0,0.0052572269737475,Training,0.45,34901.82619655089,227.22812712066317
2953,0,22956.0,44866.0,0.5116569339811884,0,0,0.0870598675722781,Training,0.45,44303.1386119335,899.3458439951472
2956,0,86021.0,113030.0,0.7610457400690083,0,0,0.008375743780809,Training,0.45,43080.268552675334,324.22043509603697
2957,0,105502.0,117705.0,0.8963255596618666,0,0,0.0467042987718078,Training,0.45,150907.09693052585,2217.3286180604705
2958,0,76211.0,104348.0,0.7303541994096676,0,0,0.0467042987718078,Training,0.45,109010.07340308529,1601.72159116421
2959,0,81933.0,131208.0,0.6244512529723797,0,0,0.008375743780809,Test,0.45,41032.95292226721,308.81241683686073
2963,0,22352.0,165315.0,0.13520854126969725,0,0,0.008375743780809,Training,0.45,11194.128906771592,84.24658124488926
2964,0,7774.0,88649.0,0.08769416462678654,0,0,0.008375743780809,Training,0.45,3893.3052130119163,29.300864468404125
2966,0,84480.0,101243.0,0.8344280592238476,0,0,0.0033331318972864,Training,0.45,22189.38977151008,126.71234220723979
2967,0,71510.0,89756.0,0.7967155399081955,0,0,0.0267956112757076,Training,0.45,74981.01594552539,862.2693730466327
2968,0,105169.0,134992.0,0.7790757970842717,0,0,0.040301282019472,Validation,0.45,139002.4260758693,1907.3004879176328
2969,0,96431.0,161284.0,0.5978956375089903,0,0,0.0190259173774813,Test,0.45,82226.32003449292,825.6097073825547
2970,0,67524.0,85577.0,0.7890437851291819,0,0,0.1075492138920143,Test,0.45,142025.59288424277,3267.968903479968
2971,0,43500.0,69875.0,0.6225402504472272,0,0,0.3417201077470302,Test,0.45,113105.25516215157,6689.171109148117
2973,0,56075.0,88870.0,0.6309778327894677,0,0,0.0830265507346368,Training,0.45,106018.78033914625,2095.0712246001417
2974,0,59901.0,83232.0,0.719687139561707,0,0,0.008375743780809,Test,0.45,29999.083556036378,225.77194269640796
2976,0,69327.0,102426.0,0.6768496280241345,0,0,0.0190259173774813,Training,0.45,59114.84988262375,593.5543983128907
2977,0,32188.0,78914.0,0.4078870669336239,0,0,0.040301282019472,Training,0.45,42543.0506188143,583.7479495392441
2978,0,102826.0,114692.0,0.8965402992362153,0,0,0.0190259173774813,Training,0.45,87679.3104278372,880.3615411156015
2979,0,34297.0,42629.0,0.80454620094302,0,0,0.1796362552924711,Training,0.45,84831.74392407644,2772.4430914946465
2980,0,66038.0,98585.0,0.6698584977430644,0,0,0.0718598394822636,Validation,0.45,116985.93985655671,2135.466035878376
2981,0,50941.0,78801.0,0.6464511871676756,0,0,0.0190259173774813,Training,0.45,43437.18274078983,436.13966570682373
2982,0,74904.0,92308.0,0.8114572951423495,0,0,0.0860989974406603,Training,0.45,143870.54455157212,2902.1216869328487
2983,0,62786.0,79154.0,0.7932132299062586,0,0,0.0153725731815692,Training,0.45,46837.92558238422,434.3320709001017
