idx,DEFAULT,PROPERTY VALUE,YEARS AT JOB,DEROGATORY REPORTS,DELINQUENT CREDIT LINES,OLDEST CREDIT (MONTHS),RECENT CREDIT ENQUIRIES,DEBTINC
5118,0,149305.0,21.0,0.0,0.0,194.5330279,0.0,41.64417205
4995,0,187324.0,3.0,0.0,0.0,194.2277448,1.0,40.85486499
1797,0,162906.0,4.0,0.0,0.0,427.9235915,0.0,30.1821229
4765,1,48700.0,11.0,0.0,3.0,41.56666667,3.0,
519,0,78007.0,8.0,0.0,0.0,55.35880309,1.0,38.64027711
5621,0,142231.0,11.0,0.0,0.0,55.10985031,0.0,41.2954003
2954,1,131940.0,5.0,0.0,0.0,202.3851699,2.0,23.97711222
5514,0,-1.0,2.0,0.0,2.0,213.2096514,3.0,42.5578291
4104,0,167824.0,6.0,0.0,0.0,180.4173542,0.0,17.49570049
2029,0,94355.0,8.0,0.0,0.0,214.4844926,3.0,40.97046682
1923,0,230920.0,10.0,0.0,0.0,242.9128934,0.0,29.80162732
470,0,111781.0,0.0,0.0,0.0,231.7999135,0.0,19.27357946
1469,1,118125.0,2.5,2.0,0.0,132.9333333,1.0,
5171,0,50594.0,24.0,0.0,0.0,137.2340443,1.0,24.52237465
1280,0,62724.0,11.0,0.0,1.0,109.3246387,3.0,37.29182499
5830,0,102264.0,9.0,0.0,0.0,211.2358604,3.0,38.68051971
1751,0,97936.0,5.0,0.0,0.0,147.9142027,2.0,41.22576316
5069,0,82425.0,21.0,0.0,0.0,212.6442208,0.0,36.9977936
1165,0,49600.0,0.9,0.0,0.0,247.5666667,0.0,
1931,0,124116.0,2.0,0.0,0.0,137.4386924,0.0,31.60310093
437,1,20631.0,4.0,0.0,0.0,174.7218341,1.0,62.24645112
55,1,64850.0,1.0,0.0,0.0,121.8666667,3.0,
3192,1,69131.0,3.0,0.0,0.0,209.1988005,0.0,38.632967
5377,0,175196.0,13.0,0.0,0.0,157.8776807,2.0,41.35097453
1439,0,34777.0,5.0,0.0,0.0,256.634152,0.0,22.44794332
303,1,,1.0,0.0,6.0,250.5666667,4.0,
872,1,80300.0,10.0,4.0,1.0,135.8666667,1.0,
445,0,74816.0,2.0,0.0,2.0,126.3032351,0.0,27.11865353
5687,1,290000.0,30.0,1.0,0.0,230.2666667,2.0,
3017,0,98658.0,5.0,3.0,0.0,77.99281611,0.0,23.1200738
3927,1,103546.0,5.0,9.0,0.0,39.98582958,5.0,34.06826893
3990,0,204192.0,13.0,0.0,0.0,181.6508803,0.0,34.58958143
197,1,46735.0,10.0,0.0,0.0,69.0,0.0,
5759,0,50760.0,,5.0,,116.4370353,,26.07043469
5527,0,145124.0,13.0,0.0,0.0,67.83204167,1.0,40.40270584
2856,0,120514.0,1.0,,3.0,264.2609164,1.0,41.84027524
5151,1,132396.0,18.0,0.0,2.0,303.9519145,2.0,6.887024127
4405,1,95000.0,3.9,0.0,2.0,122.7666667,0.0,
1508,0,71895.0,6.0,0.0,0.0,125.7657749,0.0,35.50677407
5429,0,115509.0,11.0,0.0,0.0,79.03011561,0.0,26.52185952
5018,0,208775.0,5.0,0.0,0.0,197.5241025,1.0,36.87838912
2432,0,106461.0,4.0,0.0,0.0,80.70619763,1.0,34.52955009
5224,0,166797.0,0.0,0.0,0.0,244.7222847,1.0,33.394854
3960,0,100756.0,3.0,0.0,0.0,213.7282918,1.0,32.87190897
1435,0,76120.0,2.0,0.0,0.0,231.7341444,0.0,36.02568383
841,0,73069.0,14.0,0.0,0.0,240.4372819,3.0,37.89748089
3316,0,54561.0,17.0,0.0,0.0,107.9438175,1.0,38.91921033
4923,1,57518.0,2.0,0.0,0.0,80.16847942,2.0,31.98368604
254,1,12972.0,1.0,0.0,1.0,82.29426635,0.0,36.9867441
3877,0,57905.0,,0.0,0.0,214.9704843,0.0,39.26309424
3958,0,96691.0,,2.0,0.0,233.5953067,1.0,42.62634036
5891,0,198000.0,9.0,0.0,0.0,309.1333333,2.0,
4038,1,98000.0,6.0,0.0,2.0,79.16666667,4.0,
4150,0,78411.0,5.0,0.0,0.0,104.1747704,0.0,38.18843548
2768,0,117868.0,11.0,0.0,0.0,287.4411309,2.0,31.75987679
2826,0,142340.0,2.0,,,109.2939326,2.0,33.77082855
1741,1,132800.0,10.0,0.0,0.0,95.73333333,0.0,
2183,0,144065.0,1.0,0.0,0.0,268.5867999,4.0,42.69239671
416,0,89742.0,31.0,0.0,0.0,232.5272907,0.0,26.16049489
453,0,99913.0,0.0,0.0,1.0,196.4649989,0.0,35.76160473
5233,0,95647.0,11.0,0.0,0.0,139.0452547,0.0,37.82067846
2278,0,100730.0,0.0,0.0,0.0,153.0875555,0.0,40.19530694
1810,0,110479.0,9.0,0.0,0.0,196.9264059,2.0,43.1890315
5054,0,78854.0,11.0,0.0,0.0,132.3473921,0.0,41.13070668
613,0,68131.0,1.0,0.0,0.0,56.60990629,0.0,40.49982045
4395,0,115355.0,24.0,,0.0,308.85054,1.0,38.79333433
1157,0,97875.0,8.0,0.0,0.0,165.7148936,0.0,
2171,1,97000.0,12.0,1.0,0.0,145.2,0.0,
1589,1,83000.0,0.0,5.0,1.0,177.5666667,2.0,
1540,0,52911.0,19.0,0.0,0.0,229.4415778,1.0,36.33481436
3331,0,96588.0,7.0,0.0,0.0,83.59853183,0.0,33.62658567
3340,0,85864.0,2.0,0.0,0.0,303.8376508,3.0,40.24631208
4544,0,99295.0,15.0,0.0,0.0,145.3552803,0.0,36.03276029
1344,0,57686.0,0.0,0.0,0.0,170.3409741,0.0,37.79255503
2006,0,122178.0,10.0,0.0,0.0,223.4548548,0.0,41.42995887
5104,0,37531.0,22.0,0.0,0.0,82.66026948,2.0,29.60984756
5617,1,132791.0,10.0,0.0,1.0,212.992728,0.0,62.80173209
521,0,115750.0,22.0,0.0,0.0,118.0001423,0.0,37.72035861
5205,0,162129.0,7.0,0.0,0.0,115.564462,2.0,33.09168147
5183,0,185057.0,9.0,0.0,1.0,155.548699,0.0,39.39704272
2694,0,65000.0,7.0,0.0,0.0,95.33333333,3.0,
1396,0,46780.0,24.0,0.0,0.0,268.9,0.0,
5420,0,111237.0,6.0,,,114.1237846,10.0,41.45670798
1832,0,121122.0,9.0,0.0,0.0,133.4975408,1.0,36.91048167
1129,0,124527.0,30.0,0.0,0.0,319.6519713,1.0,35.76942543
2077,0,87407.0,2.0,0.0,0.0,232.9947127,3.0,29.66798564
1722,0,175065.0,7.0,,1.0,206.6666667,4.0,
585,1,71799.0,4.0,0.0,3.0,177.5,0.0,
876,1,37533.0,3.0,0.0,0.0,74.44929477,3.0,25.34174093
2078,0,65933.0,0.0,0.0,0.0,,0.0,3.657370718
4275,1,100000.0,0.1,0.0,0.0,220.1333333,1.0,
3386,0,112933.0,4.0,0.0,0.0,150.8023694,1.0,23.20094121
1268,1,122124.0,1.0,0.0,0.0,58.8956859,0.0,57.99501862
3420,0,102133.0,0.0,0.0,3.0,52.94238739,1.0,40.61679727
593,0,92458.0,28.0,0.0,0.0,243.1571192,1.0,23.99235335
4797,0,100776.0,15.0,0.0,1.0,141.9381303,0.0,40.62020969
5784,1,230000.0,3.0,0.0,0.0,,0.0,
4661,0,52228.0,25.0,0.0,0.0,124.5599493,0.0,23.88812168
1946,0,83010.0,1.0,0.0,0.0,125.3258854,3.0,35.99961072
2394,0,63924.0,,0.0,0.0,109.3307981,1.0,40.8719872
1966,1,68000.0,6.0,,,,,
5130,0,47177.0,25.0,0.0,0.0,112.8945073,0.0,23.02289409
1076,0,62109.0,10.0,0.0,0.0,124.021625,0.0,32.56568637
2809,0,67964.0,6.0,0.0,0.0,155.7547891,2.0,28.79791858
2735,0,67755.0,3.0,0.0,0.0,168.748032,0.0,37.56086276
4213,0,140698.0,,0.0,0.0,208.2417578,0.0,29.18897974
2677,0,95482.0,2.0,0.0,0.0,174.1643955,0.0,24.86160353
5078,0,77587.0,14.0,1.0,0.0,92.14002902,6.0,33.5355472
3470,0,60500.0,13.0,0.0,2.0,118.6666667,1.0,
3573,1,167619.0,14.0,0.0,0.0,135.9518082,1.0,47.59052865
5526,0,168901.0,16.0,0.0,0.0,134.7340235,0.0,28.81751546
4112,0,47386.0,1.0,,,305.8497165,,36.60061306
202,0,116875.0,10.0,,,417.6333333,2.0,
1320,1,18600.0,24.0,,,,,
694,0,74705.0,0.0,0.0,0.0,66.29457039,8.0,26.04646942
3268,0,202989.0,10.0,0.0,0.0,276.0663463,0.0,24.35659356
5622,0,196037.0,,0.0,0.0,197.8654921,0.0,32.56785691
2103,0,138969.0,16.0,,1.0,178.0647524,0.0,29.95423093
698,0,84943.0,3.0,0.0,0.0,225.6909893,0.0,30.3980051
1686,0,107895.0,9.0,0.0,0.0,250.4682419,0.0,30.30538811
2976,0,102426.0,8.0,0.0,0.0,246.7546661,1.0,36.4090945
4471,1,100072.0,6.0,0.0,7.0,122.7994431,0.0,34.53043859
4631,0,262210.0,6.0,0.0,0.0,243.0779001,2.0,36.90666497
1887,0,100812.0,10.0,2.0,0.0,182.9569956,1.0,27.38587324
3895,0,98587.0,13.0,0.0,0.0,153.5781354,0.0,36.17609184
3940,0,96584.0,1.0,0.0,0.0,146.839968,0.0,33.94558615
117,0,79247.0,4.0,0.0,0.0,118.7604101,0.0,41.42111052
1485,0,113223.0,7.0,0.0,1.0,237.0980813,0.0,22.00337641
763,0,83858.0,25.0,0.0,0.0,350.5681362,1.0,28.91075714
3965,0,115760.0,16.0,0.0,0.0,261.8140558,0.0,24.79795817
1731,0,105250.0,9.0,0.0,0.0,200.9,2.0,
807,0,62678.0,13.0,0.0,0.0,116.8634491,0.0,30.05290208
1960,0,,,,,,,24.65967048
4211,0,-1.0,6.0,0.0,0.0,93.92588206,3.0,30.32211463
5609,0,166682.0,,0.0,0.0,251.9567829,3.0,34.88341094
2366,0,127049.0,2.0,0.0,0.0,145.1018727,1.0,34.42963198
358,0,51732.0,,,,,,12.32470709
4967,0,177819.0,17.0,0.0,0.0,299.2172523,1.0,34.36826933
1843,0,78800.0,7.0,0.0,0.0,125.5040514,0.0,29.29334435
317,0,57460.0,1.6,1.0,,101.5,,
3194,0,60781.0,8.0,0.0,0.0,101.0140613,0.0,27.71993814
314,1,32200.0,4.0,0.0,0.0,83.33333333,3.0,
3538,0,-1.0,6.0,,,68.0,1.0,
4126,0,75649.0,,0.0,0.0,247.8139714,0.0,39.14851242
5339,0,116280.0,10.0,0.0,0.0,73.75338352,1.0,26.40633196
1877,0,52026.0,6.0,,,173.7172393,,21.6211951
1394,0,61572.0,,,,,,38.49024696
5251,0,130522.0,10.0,0.0,0.0,137.9428692,0.0,39.07258918
4881,1,87358.0,19.0,2.0,0.0,104.4064722,0.0,42.67745065
2773,0,96942.0,0.0,1.0,0.0,157.4109509,1.0,34.23989502
907,0,75526.0,6.0,0.0,0.0,127.7869696,0.0,35.73405682
1254,0,83858.0,3.0,0.0,0.0,193.5089634,0.0,29.08799472
4703,1,102087.0,6.0,0.0,1.0,126.6410196,0.0,48.56957404
2201,0,87500.0,9.0,0.0,0.0,193.7666667,0.0,
4160,0,53943.0,14.0,0.0,0.0,185.6820797,1.0,37.75154584
3328,0,57420.0,3.0,0.0,0.0,267.7835088,1.0,37.93457008
319,0,94394.07,0.0,0.0,1.0,179.5666667,0.0,
5889,0,70584.0,4.0,0.0,0.0,102.2991169,0.0,28.52576894
4416,0,56390.0,,0.0,1.0,314.2737125,0.0,37.74372511
1106,0,89909.0,15.0,0.0,1.0,90.95789952,0.0,27.35463407
1918,0,97094.0,2.0,0.0,0.0,116.086609,1.0,40.84524619
1858,0,144760.0,2.0,0.0,0.0,279.5221733,1.0,35.61473143
4681,1,112956.0,1.0,1.0,0.0,318.5461654,3.0,
941,1,92000.0,0.2,0.0,0.0,180.8333333,3.0,
2138,0,102409.0,19.0,0.0,0.0,145.7565967,4.0,31.33641826
2488,0,84590.0,6.0,0.0,0.0,121.0649537,1.0,22.57682394
4991,0,250164.0,9.0,0.0,0.0,97.27834927,1.0,42.334246
4872,0,247025.0,8.0,0.0,0.0,105.425354,1.0,42.6702753
2766,0,112721.0,3.0,0.0,1.0,271.270791,0.0,29.63441489
4571,0,57986.0,,0.0,0.0,226.2432432,0.0,38.67184311
5788,0,152789.0,16.0,0.0,0.0,230.0672773,8.0,38.95925288
4729,0,71000.0,,2.0,2.0,93.33333333,2.0,
4040,0,95621.0,19.0,0.0,0.0,626.2970937,0.0,20.01032357
2618,0,79333.0,,0.0,0.0,256.0038054,1.0,42.58194893
3633,1,122581.0,10.0,0.0,,81.25254742,0.0,41.86363105
4887,0,210298.0,6.0,0.0,0.0,185.1125764,1.0,38.36889038
1774,0,74183.0,6.0,,,122.6918271,,41.12808531
163,1,38575.0,7.0,0.0,1.0,335.0333333,3.0,
3903,0,98247.0,3.0,0.0,0.0,149.5711997,0.0,34.34224939
3832,0,106578.0,13.0,1.0,0.0,164.4458113,0.0,33.91624415
5376,0,37333.0,30.0,0.0,0.0,208.4986963,0.0,41.35817107
1137,0,49266.0,,,,,,15.59729023
2978,0,114692.0,8.0,0.0,0.0,317.5079738,1.0,31.91423801
329,0,53190.0,0.0,0.0,0.0,,0.0,15.174415
4021,0,140000.0,22.0,1.0,0.0,163.3666667,1.0,
5262,1,167157.0,19.0,0.0,2.0,239.2270359,0.0,31.01274893
35,0,120702.0,2.0,0.0,0.0,101.5402975,0.0,29.91585903
5471,0,76154.0,7.0,,,128.7311432,,34.85797706
18,1,40150.0,4.5,0.0,0.0,54.6,1.0,
2218,0,95382.0,,0.0,0.0,171.9458387,1.0,41.96010591
277,1,109647.0,9.5,0.0,0.0,104.4,0.0,
5431,0,85942.0,,,,278.3638835,0.0,40.25722171
3730,0,97394.0,0.0,0.0,0.0,94.86046638,0.0,25.55670764
3851,0,180304.0,6.0,0.0,0.0,218.6578187,3.0,41.80676309
305,0,115977.0,22.0,0.0,0.0,149.0229081,1.0,37.95433691
3205,0,118074.0,0.0,0.0,0.0,102.6786125,1.0,41.41835285
5824,0,85756.0,,0.0,0.0,348.7860099,0.0,23.21980601
2350,0,62044.0,6.0,0.0,0.0,106.9838955,2.0,29.05790842
1139,1,41250.0,5.0,0.0,0.0,97.96666667,0.0,
749,0,251935.0,,0.0,0.0,130.7309108,0.0,42.35805988
83,1,31960.0,11.0,0.0,0.0,117.7951039,0.0,41.28649195
1662,0,69786.0,5.0,,,126.7877807,,41.04775488
4799,0,98964.0,16.0,0.0,1.0,125.7958639,0.0,38.3722235
3288,0,72908.0,7.0,0.0,0.0,110.2309072,3.0,41.51229209
74,0,46045.0,,0.0,0.0,204.6479917,0.0,42.17316588
3909,0,138729.0,11.0,0.0,0.0,97.86217257,3.0,38.6994411
3541,0,95085.0,,0.0,0.0,175.7879949,1.0,32.25091533
3643,0,115967.0,15.0,0.0,0.0,264.9150843,0.0,25.40820478
2850,0,113888.0,2.0,0.0,0.0,140.5100538,0.0,36.31878818
4394,0,92258.0,3.0,1.0,0.0,84.92588137,2.0,33.68409323
3580,1,87000.0,8.0,2.0,1.0,110.5666667,2.0,
2912,0,87086.0,7.0,0.0,0.0,205.3280458,2.0,43.43633435
4370,0,71169.0,6.0,0.0,0.0,57.88081593,2.0,35.55208815
2744,0,106841.0,13.0,,1.0,132.8205709,0.0,33.29297369
2643,0,76456.0,5.0,0.0,0.0,134.5043482,0.0,29.38399653
5259,0,75893.0,12.0,1.0,0.0,85.62551999,6.0,33.97581441
5030,0,233480.0,0.0,0.0,0.0,290.578837,1.0,41.74120105
5052,1,106500.0,0.6,0.0,1.0,115.7,2.0,
4598,0,50375.0,23.0,0.0,0.0,135.7640508,0.0,22.9810051
2149,0,97506.0,5.0,3.0,0.0,71.44366499,1.0,24.47029999
1101,0,73560.0,4.0,0.0,0.0,85.90093624,1.0,26.33161906
690,0,88242.0,2.0,0.0,0.0,207.9404687,4.0,31.32965172
1958,0,103213.0,10.0,0.0,0.0,201.6508442,0.0,19.55727283
1480,1,-1.0,7.0,0.0,2.0,197.1200454,0.0,41.44105202
2110,1,85454.0,16.0,0.0,2.0,335.9893152,1.0,30.37586285
3616,0,200184.0,9.0,0.0,0.0,256.6483436,0.0,23.66867849
4992,0,87753.0,8.0,1.0,1.0,145.8824924,3.0,38.97248671
27,1,20200.0,18.0,0.0,0.0,136.0666667,1.0,
1265,0,105912.0,3.0,0.0,0.0,95.35537249,0.0,39.3913652
5034,0,173255.0,8.0,0.0,0.0,215.968328,1.0,36.94699749
2844,0,71521.0,18.0,0.0,0.0,192.1442355,0.0,40.36176991
5135,0,130784.0,11.0,0.0,0.0,147.1283978,0.0,42.00981358
4107,1,115705.0,10.0,,1.0,122.2897915,1.0,49.37972914
1104,0,58056.0,11.0,0.0,0.0,229.5228444,1.0,37.2974321
1118,0,219936.0,2.0,0.0,0.0,126.9393774,1.0,27.99205166
5474,0,104724.0,1.0,0.0,0.0,164.3009187,1.0,34.39190747
1430,0,66691.0,,0.0,0.0,349.7523621,0.0,34.34334852
2973,0,88870.0,11.0,0.0,0.0,,1.0,24.68929369
2760,1,104627.0,3.0,0.0,0.0,9.048515086,1.0,60.64575626
5478,0,152298.0,15.0,0.0,0.0,227.6777656,0.0,42.2817024
2288,0,194233.0,1.0,0.0,1.0,341.6435017,0.0,40.10765909
1183,1,151500.0,2.0,0.0,0.0,205.9666667,1.0,
3343,0,108348.0,1.0,0.0,0.0,132.6098608,0.0,36.45908768
2197,0,76014.0,12.0,0.0,0.0,245.6056956,1.0,43.39620459
4076,0,88622.0,3.0,0.0,0.0,117.2101261,1.0,32.66110554
4520,0,172414.0,6.0,0.0,0.0,226.0402946,0.0,36.97693039
1367,0,67967.0,10.0,0.0,0.0,116.5322893,1.0,31.54021826
438,0,59714.0,20.0,0.0,0.0,209.2063004,0.0,20.20351771
3078,0,56374.0,1.0,0.0,0.0,73.4289424,1.0,40.82912873
1663,0,110250.0,18.0,0.0,2.0,195.8629168,1.0,36.87169942
3809,1,112700.0,16.0,0.0,3.0,123.7666667,0.0,
124,1,105800.0,6.0,2.0,3.0,80.1,3.0,
3285,1,142000.0,1.0,1.0,0.0,163.0666667,3.0,
1556,0,100909.0,5.0,0.0,0.0,85.66483372,0.0,35.94785471
4979,0,127526.0,0.0,0.0,0.0,195.8476245,2.0,36.01849565
477,0,72432.0,10.0,,1.0,197.3383979,0.0,39.84308734
5659,0,465000.0,3.0,0.0,0.0,313.4666667,4.0,
2285,0,81012.0,2.0,0.0,0.0,242.9405141,2.0,32.17503606
703,0,82113.0,3.0,0.0,0.0,121.4111489,0.0,35.07391836
2893,1,106189.0,2.0,1.0,1.0,238.4,0.0,
4103,0,185014.0,7.0,0.0,0.0,314.9842869,0.0,43.10300163
2961,1,61917.0,2.0,0.0,0.0,259.3606975,0.0,43.71749944
4650,0,158257.0,17.0,0.0,0.0,193.9652872,0.0,34.59449254
5487,0,195001.0,21.0,0.0,0.0,177.247554,0.0,38.98121028
68,1,61000.0,13.0,1.0,4.0,97.4,0.0,
3509,0,37539.0,1.0,0.0,0.0,199.7237771,0.0,36.9827292
3245,0,49100.0,4.0,0.0,0.0,262.9484377,0.0,38.563081
5817,1,,8.3,1.0,0.0,111.6,1.0,
3436,0,72000.0,10.0,2.0,0.0,75.06666667,3.0,
2377,0,102052.0,14.0,,2.0,133.3781085,1.0,35.71661211
4665,0,171658.0,5.0,1.0,0.0,219.1675779,0.0,34.98614057
4645,0,154860.0,3.0,0.0,0.0,296.9303901,0.0,38.49313261
3794,0,177000.0,8.0,0.0,0.0,321.6333333,0.0,
5098,0,126102.0,10.0,0.0,1.0,139.1325983,0.0,39.17355395
5308,0,291490.0,15.0,0.0,1.0,259.7334653,2.0,25.10508606
2652,0,105971.0,21.0,0.0,0.0,147.9466798,4.0,27.96155021
5380,0,301984.0,28.0,0.0,0.0,150.9173633,0.0,37.23650784
1494,0,113913.0,10.0,0.0,1.0,167.3610299,0.0,35.76333348
1004,0,70800.0,5.0,0.0,0.0,75.86265973,3.0,39.40381239
2150,1,55320.0,3.0,2.0,2.0,234.0218164,3.0,19.089301
3943,0,106014.0,,0.0,0.0,180.0541538,2.0,40.69308168
5127,0,117799.0,5.0,0.0,0.0,84.3731245,2.0,38.86212081
649,0,87624.0,14.0,0.0,0.0,203.9971364,0.0,23.56256501
1720,0,93100.0,0.5,0.0,0.0,144.0666667,0.0,
2819,0,30395.0,12.0,,,85.27403355,2.0,33.56526399
3669,1,43740.0,7.0,1.0,0.0,167.6579808,1.0,35.08607055
864,0,64332.0,1.0,0.0,,91.11206084,,36.87492751
278,1,92661.0,0.0,0.0,0.0,97.13317095,1.0,41.77788863
1855,0,69350.0,0.0,0.0,0.0,,0.0,2.365195413
3766,1,115750.0,,0.0,2.0,132.5333333,0.0,
4011,0,105200.0,,1.0,0.0,237.8201289,1.0,40.30577357
638,0,95316.0,4.0,0.0,0.0,116.3094934,0.0,35.42979658
3370,1,135822.0,6.0,0.0,1.0,90.3,6.0,
3122,0,80639.0,3.0,0.0,0.0,128.5818237,1.0,28.89595485
2932,0,168105.0,7.0,0.0,0.0,336.1984645,0.0,25.99181995
2703,0,102094.0,0.0,0.0,2.0,33.44969444,1.0,40.1048096
3864,0,98143.0,1.0,0.0,0.0,156.9290889,0.0,36.09986835
110,0,80027.0,2.0,2.0,0.0,263.9703003,0.0,36.43209394
440,0,160306.0,11.0,0.0,0.0,219.7356734,1.0,20.8850935
3995,1,79900.0,2.5,0.0,0.0,45.63113553,1.0,
4458,0,140090.0,21.0,0.0,0.0,162.6404305,0.0,39.20510043
1685,0,110902.0,17.0,0.0,1.0,196.568128,2.0,37.99899138
2430,0,49244.0,9.0,0.0,0.0,122.1166394,1.0,20.82876656
4064,0,94180.0,1.0,0.0,0.0,138.3484553,1.0,35.5492951
5365,0,71898.0,10.0,,,115.2108955,,33.07135028
106,0,82953.0,3.0,0.0,0.0,110.2786626,0.0,43.45058791
3148,0,93091.0,4.0,0.0,0.0,115.3753324,1.0,37.50862467
1627,0,69125.0,,,,,,23.76683213
5349,0,79302.0,0.0,0.0,0.0,152.2027769,3.0,41.62936282
2318,1,159000.0,13.0,0.0,1.0,171.4333333,1.0,
3545,1,75278.0,3.0,0.0,0.0,199.8017542,0.0,36.99564584
1201,1,123370.0,15.0,2.0,0.0,90.3,1.0,
3476,0,93564.0,13.0,0.0,1.0,274.4813985,0.0,30.26921818
3259,0,61256.0,7.0,0.0,0.0,132.0192267,3.0,30.18656747
2915,0,159427.0,6.0,0.0,0.0,101.9604601,0.0,35.99497953
3562,0,83151.0,12.0,0.0,2.0,157.9459818,0.0,29.3494858
227,0,63895.0,19.0,0.0,0.0,208.162714,0.0,19.7621137
1893,0,89710.0,19.0,0.0,0.0,223.5874152,10.0,35.95199865
2752,1,43900.0,21.0,1.0,2.0,215.0666667,0.0,
1729,0,118750.0,3.0,0.0,3.0,153.5,0.0,
1968,0,95007.0,6.0,0.0,0.0,140.9720223,2.0,42.15361693
5704,0,109250.0,16.0,0.0,0.0,187.1328108,0.0,36.96881444
3235,0,79187.0,0.0,,1.0,299.7052373,1.0,35.98666991
234,0,119846.0,5.0,0.0,0.0,185.0763473,1.0,26.3548893
179,1,82600.0,16.0,0.0,0.0,133.9,1.0,
2219,1,92427.0,7.0,0.0,3.0,181.3057998,0.0,39.27246634
812,0,75044.0,2.0,0.0,2.0,123.3653563,0.0,28.11181383
1993,0,117694.0,1.0,0.0,0.0,137.1424731,1.0,35.86546621
2022,0,77065.0,6.0,0.0,0.0,172.8544902,2.0,35.39086131
3690,1,126904.0,0.0,0.0,0.0,,0.0,34.48084978
3536,1,82690.0,0.0,1.0,0.0,89.18900547,0.0,53.84821989
5121,0,149877.0,23.0,0.0,0.0,193.0056328,0.0,39.41516685
5387,1,72000.0,20.0,2.0,0.0,127.3,1.0,
3062,0,100411.0,0.0,0.0,0.0,149.095227,4.0,29.72574682
1087,0,100267.0,16.0,,,130.8860074,3.0,26.83504341
4470,0,102823.0,18.0,0.0,0.0,649.7471044,1.0,20.87256027
1584,0,58336.0,0.0,0.0,0.0,173.3183208,0.0,38.19162603
5386,0,167000.0,17.0,0.0,0.0,127.0333333,1.0,
5316,0,115000.0,11.0,0.0,0.0,77.13333333,1.0,
3550,1,71345.0,11.0,0.0,4.0,132.8367575,0.0,27.69164816
2635,1,,0.0,0.0,0.0,,0.0,
5356,0,103948.0,3.0,0.0,0.0,182.4841642,1.0,35.15098079
2991,0,88586.0,,0.0,0.0,298.1465517,0.0,29.15337202
4977,0,109090.0,8.0,0.0,0.0,405.4304292,0.0,42.34162639
4305,0,124566.0,9.0,0.0,0.0,140.6955024,1.0,31.86981041
1164,0,72000.0,12.0,0.0,0.0,257.7,0.0,
912,0,67557.0,0.0,0.0,1.0,118.6995161,2.0,36.68688204
1431,0,70783.0,19.0,0.0,1.0,404.9043933,0.0,23.61012437
2958,0,104348.0,0.0,0.0,0.0,141.0468244,1.0,33.33441192
1951,0,92423.0,27.0,0.0,0.0,169.7238883,1.0,41.23216256
4509,0,97194.0,1.0,1.0,0.0,116.8186482,0.0,35.86611643
3291,0,87188.0,3.0,0.0,0.0,115.8086609,1.0,25.40157
5036,0,144482.0,23.0,0.0,0.0,201.9678752,0.0,40.16216065
5181,1,-1.0,10.0,3.0,1.0,118.7782646,7.0,48.07753147
4438,0,49906.0,,,,96.75696905,,27.44124241
933,0,56782.0,9.0,0.0,0.0,106.500537,3.0,40.0841755
2176,1,108491.0,4.0,0.0,4.0,127.8,2.0,
4127,0,86502.0,5.0,,,158.6407067,,37.75484259
591,0,83368.0,15.0,0.0,0.0,227.2920898,0.0,24.09177036
3159,0,88683.0,0.5,0.0,0.0,74.03333333,0.0,
322,0,43300.0,,,,100.9333333,,
455,0,113612.0,1.0,0.0,0.0,230.8055881,1.0,17.96588344
2445,0,68456.0,3.0,0.0,0.0,193.6850688,2.0,34.54253324
3474,0,99051.0,1.0,0.0,0.0,85.8431617,0.0,27.63351648
3732,0,133226.0,9.0,0.0,0.0,342.3163573,1.0,40.14790835
1215,0,85605.0,6.0,1.0,1.0,203.6995629,3.0,37.66930513
2519,0,134347.0,14.0,0.0,0.0,305.9150757,0.0,29.65356348
620,0,85608.0,12.0,0.0,0.0,235.4853772,0.0,34.42324885
4743,0,71000.0,24.0,,1.0,284.9333333,1.0,
414,1,208910.0,4.0,6.0,0.0,86.45222694,6.0,69.8005248
426,1,70543.0,5.0,0.0,0.0,195.7808633,0.0,32.39759341
3980,0,78483.0,2.0,0.0,0.0,412.0148731,0.0,21.94584905
5165,0,153652.0,4.0,,,300.1680612,2.0,43.92019123
1806,0,90873.0,2.0,0.0,0.0,35.97354161,1.0,39.97361316
2298,0,69111.0,2.0,0.0,0.0,254.2596131,0.0,28.88561818
2892,0,128200.0,10.0,0.0,0.0,366.2666667,1.0,
3542,0,20700.0,6.0,0.0,0.0,104.5333333,1.0,
3489,0,137926.0,6.0,0.0,0.0,93.43274991,0.0,29.11688772
3975,0,26732.0,6.0,0.0,0.0,103.0311295,1.0,21.30427209
5248,1,135317.0,5.0,0.0,0.0,219.6152519,4.0,31.20973109
3930,0,98088.0,2.0,1.0,0.0,125.6768499,0.0,36.53740053
2196,0,67899.0,29.0,1.0,2.0,194.2738338,1.0,37.13442194
1211,0,215784.0,2.0,0.0,0.0,123.1691828,0.0,27.84508378
216,1,39527.0,0.0,0.0,0.0,157.7710357,1.0,72.67043331
4295,0,164189.0,6.0,0.0,0.0,173.6413388,0.0,19.64066727
2648,1,77000.0,0.9,1.0,0.0,127.8666667,3.0,
1066,1,92000.0,8.0,0.0,3.0,173.5,0.0,
1279,0,99345.0,3.0,0.0,0.0,133.7905101,0.0,34.88723609
3768,1,,21.0,,,,,
3985,0,58756.0,,0.0,0.0,222.0379946,0.0,40.42166884
